accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,ground
-1.19,-0.43,-9.68,-0.375,-0.125,0.0625,12.0625,-6.9375,177.5625,0
-1.19,-0.44,-9.74,-0.5625,0.0625,0,12.0625,-6.9375,177.5625,0
-1.23,-0.46,-9.75,0.1875,0,-0.0625,12.0625,-6.9375,177.625,0
-1.2,-0.43,-9.73,0.0625,0,0.25,12.0625,-6.9375,177.625,0
-1.21,-0.46,-9.71,-0.125,0.0625,0.0625,12.0625,-6.9375,177.625,0
-1.23,-0.46,-9.75,-0.0625,0.1875,0,12.0625,-6.9375,177.625,0
-1.23,-0.45,-9.82,0.3125,-0.25,0.125,12.0625,-6.9375,177.6875,0
-1.21,-0.45,-9.73,-0.125,0.0625,0,12.0625,-6.9375,177.625,0
-1.2,-0.45,-9.69,-0.4375,-0.1875,0.25,12.0625,-6.9375,177.625,0
-1.21,-0.45,-9.79,-0.5,0.125,-0.0625,12.0625,-6.9375,177.625,0
-1.2,-0.45,-9.78,-0.375,-0.125,0.0625,12.0625,-6.9375,177.6875,0
-1.21,-0.45,-9.69,-0.5625,-0.1875,0.25,12.0625,-6.9375,177.6875,0
-1.21,-0.47,-9.72,0.1875,-0.3125,0.125,12.0625,-6.9375,177.6875,0
-1.23,-0.45,-9.76,0.3125,0.1875,-0.125,12.0625,-6.9375,177.6875,0
-1.22,-0.46,-9.7,0.3125,0,0,12.0625,-6.9375,177.6875,0
-1.21,-0.46,-9.73,-0.0625,-0.125,0.0625,12.0625,-6.9375,177.6875,0
-1.24,-0.45,-9.78,-0.4375,-0.1875,0.0625,12.0625,-6.9375,177.75,1
-1.23,-0.45,-9.84,-2.0625,-1.125,0.5,12.125,-7.25,178,1
-1.36,-0.38,-9.73,0.6875,1.9375,-0.6875,12.25,-7.875,178.3125,1
-1.32,-0.42,-9.59,2.375,-1.875,0.3125,12.1875,-7.625,178,1
-1.19,-0.42,-9.7,-0.3125,0.5625,-0.4375,11.8125,-6.75,177.75,1
-1.1,-0.45,-9.83,0.375,0,-0.125,11.75,-6.5625,177.75,1
-1.09,-0.44,-9.76,-0.375,1,0.375,11.75,-6.3125,177.625,1
-1.19,-0.49,-9.82,-0.5,-0.9375,0.375,11.75,-6.4375,177.6875,1
-1.12,-0.46,-9.76,0.125,-0.125,0.0625,11.75,-6.5,177.5625,1
-1.15,-0.48,-9.95,-0.75,0.6875,-0.0625,11.75,-6.4375,177.5625,1
-1.07,-0.5,-9.76,-0.0625,-0.1875,-0.1875,11.75,-6.3125,177.5,1
-1.08,-0.49,-9.72,0.1875,0.3125,-0.25,11.75,-6.375,177.5,1
-1.1,-0.47,-9.74,0.0625,-0.125,0,11.75,-6.375,177.5,1
-1.12,-0.47,-9.86,-0.125,0.375,-0.25,11.75,-6.375,177.5,1
-1.12,-0.47,-9.72,-0.125,-0.125,0.125,11.75,-6.375,177.5,1
-1.08,-0.49,-9.79,-0.375,0.375,0,11.75,-6.375,177.5,1
-1.08,-0.49,-9.83,0.0625,0,-0.125,11.75,-6.3125,177.5,1
-1.09,-0.49,-9.77,0,-0.75,-0.125,11.75,-6.25,177.5,1
-1.18,-0.51,-9.71,-0.5625,-0.1875,-0.0625,11.75,-6.375,177.5,1
-1.14,-0.5,-9.75,0.0625,-0.375,0,11.75,-6.375,177.5,1
-1.13,-0.48,-9.73,1.1875,2.625,0.3125,11.75,-6.375,177.5,1
-1.07,-0.5,-9.79,1.0625,-0.9375,0.5,11.75,-6.3125,177.375,1
-1.13,-0.57,-9.74,-0.125,-3.4375,0.6875,11.75,-6.5625,177.375,1
-1.12,-0.54,-9.81,0.6875,-0.625,0.25,11.75,-6.6875,177.25,1
-1.07,-0.46,-9.7,-0.125,0.8125,-0.375,11.75,-6.8125,177.25,1
-1.1,-0.48,-9.71,0.125,0,0.0625,11.75,-6.8125,177.25,1
-1.07,-0.43,-9.57,-3.875,0.5,-0.0625,11.75,-6.8125,177.375,1
-0.68,0.65,-10.32,-17.75,-10,0.5,11.4375,-6.375,177.25,1
-1.38,-0.64,-9.7,0.0625,-0.25,0.75,11.875,-8,176.875,1
-1.03,0.14,-10.59,0.8125,-1.0625,-0.125,13.0625,-7.4375,178.5625,1
-1,-0.61,-9.71,5.9375,-2,-1.125,12.75,-5.5625,178.5625,1
-1.05,-0.42,-9.82,0.125,0.3125,-0.125,12.625,-5.75,178,1
-1.02,-0.3,-9.65,-0.375,-0.125,0.125,12.625,-5.75,177.9375,1
-0.9,-0.22,-9.99,3.6875,0.375,-0.5625,12.75,-5.75,178.625,1
-1.03,-0.41,-9.85,0.1875,-1,0.4375,12.6875,-5.8125,177.9375,1
-1.01,-0.37,-9.75,0.6875,0.0625,-0.125,12.75,-6,178,1
-1,-0.47,-9.85,-1.25,1.6875,-0.625,12.75,-5.875,178,1
-1.03,-0.37,-9.79,0.6875,-0.9375,0.125,12.75,-5.9375,177.9375,1
-1.04,-0.4,-10.01,-0.625,0.4375,-0.1875,12.75,-6,177.8125,1
-1.03,-0.4,-9.71,-0.5,0.5625,0.0625,12.75,-6.0625,177.75,1
-1,-0.41,-9.72,0.875,0.375,-0.625,12.75,-5.9375,177.5,1
-0.99,-0.41,-9.82,-0.125,-0.1875,-0.1875,12.75,-6,177.4375,1
-1,-0.4,-9.94,-0.5,0.125,-0.0625,12.75,-6,177.4375,1
-1.03,-0.44,-9.77,0.3125,-0.3125,-0.4375,12.6875,-6.0625,177.375,1
-0.89,-0.28,-10.05,-3.375,1.3125,-0.4375,12.6875,-6.0625,177.5,1
-1.03,-0.39,-9.79,1,-0.5625,-0.1875,12.6875,-6.4375,177.125,1
-1.05,-0.39,-9.85,0.375,-0.375,-0.4375,12.6875,-6.5625,177,1
-0.98,-0.42,-9.74,0.0625,-0.3125,-0.125,12.75,-6.5625,176.8125,1
-1.02,-0.39,-9.73,-0.125,0.125,-0.0625,12.75,-6.5625,176.8125,1
-1,-0.42,-9.82,-0.3125,-0.125,0.125,12.75,-6.4375,176.875,1
-1.04,-0.44,-9.78,0.25,-0.75,-0.25,12.6875,-6.375,177.0625,1
-1.02,-0.41,-9.75,0.375,-0.1875,-0.125,12.75,-6.375,177.0625,1
-1.01,-0.44,-9.75,0.0625,0.6875,-0.4375,12.75,-6.3125,177.0625,1
-1.03,-0.38,-9.81,0.4375,-0.5625,0.3125,12.6875,-6.3125,177.125,1
-0.92,-0.34,-9.82,-0.875,1.625,1,12.8125,-6.25,177.25,1
-1.02,-0.43,-9.74,-0.125,-0.1875,-0.0625,12.75,-6.3125,177.1875,1
-1.02,-0.41,-9.8,0,0.1875,0.0625,12.75,-6.3125,177.1875,1
-1.02,-0.41,-9.8,0.125,0,-0.0625,12.75,-6.3125,177.1875,1
-0.97,-0.41,-9.74,-0.125,-0.0625,0.125,12.75,-6.3125,177.1875,1
-0.96,-0.36,-9.74,-0.875,-0.25,0.4375,12.625,-6.1875,177.1875,1
-0.96,-0.41,-9.79,-0.75,1.1875,0,12.5625,-6,177.375,1
-0.98,-0.39,-9.74,0.0625,0.0625,-0.0625,12.5625,-5.9375,177.4375,1
-0.99,-0.38,-9.71,0.1875,0.1875,-0.0625,12.5625,-5.9375,177.4375,1
-0.97,-0.41,-9.77,0.1875,-0.0625,0.125,12.5625,-5.9375,177.4375,1
-0.99,-0.4,-9.86,0,-0.25,0,12.5625,-5.9375,177.4375,1
-0.96,-0.39,-9.71,0.1875,-0.0625,0,12.5625,-5.9375,177.4375,1
-1,-0.4,-9.74,-0.0625,0.125,0.0625,12.5625,-5.9375,177.4375,1
-1,-0.4,-9.75,0.0625,0.125,0.0625,12.5625,-5.9375,177.4375,1
-1,-0.39,-9.77,0,0,0.1875,12.5625,-5.9375,177.4375,1
-0.98,-0.39,-9.74,0,0,0.0625,12.5625,-5.9375,177.4375,1
-1,-0.41,-9.74,-0.125,0.0625,0,12.5625,-5.9375,177.4375,1
-0.97,-0.4,-9.84,0.25,0.0625,-0.125,12.5625,-5.9375,177.4375,1
-1,-0.42,-9.76,0.1875,0,0.0625,12.5625,-5.9375,177.4375,1
-0.98,-0.39,-9.77,0,0.125,0,12.5625,-5.9375,177.4375,1
-0.98,-0.42,-9.82,0.0625,0.0625,-0.125,12.5625,-5.9375,177.4375,1
-1,-0.42,-9.84,0.0625,0,-0.125,12.5625,-5.9375,177.4375,1
-1.02,-0.38,-9.72,-0.125,0,0,12.5625,-5.9375,177.4375,1
-0.97,-0.4,-9.76,0.125,0.0625,0.0625,12.5625,-5.9375,177.4375,1
-0.99,-0.4,-9.83,0,-0.0625,-0.0625,12.5625,-5.9375,177.4375,1
-0.96,-0.39,-9.75,-0.0625,0.25,0,12.5625,-5.9375,177.4375,1
-0.95,-0.36,-9.74,0.125,0.125,0.375,12.625,-5.9375,177.5,1
-0.96,-0.39,-9.77,0.0625,-0.1875,-0.0625,12.625,-5.9375,177.5,1
-0.97,-0.39,-9.83,0.3125,-0.125,0.0625,12.625,-5.9375,177.5,0
-1,-0.39,-9.77,0.75,-0.375,0.1875,12.625,-5.9375,177.4375,0
-1.4,-0.36,-9.91,2.875,-9.6875,-0.1875,12.5,-8.5625,176.875,0
-2.48,-1.39,-8.88,-28.75,34.5,1.875,13.1875,-15.4375,176.6875,0
-1.32,-0.47,-9.89,1.375,-1.3125,0.0625,12.75,-8.125,177.4375,0
-1.32,-0.36,-9.67,0,-0.625,-0.125,12.75,-8.125,177.625,0
-1.33,-0.4,-9.7,0.75,-0.0625,-0.0625,12.75,-8.1875,177.5,0
-1.35,-0.4,-9.75,-0.1875,0,0,12.75,-8.25,177.5,0
-1.38,-0.41,-9.7,0,0.125,-0.0625,12.75,-8.25,177.5,0
-1.35,-0.4,-9.71,0,0.0625,0,12.75,-8.25,177.5,0
-1.35,-0.42,-9.71,0,0.0625,0.125,12.75,-8.25,177.5,0
-1.35,-0.4,-9.79,0,0,0,12.75,-8.25,177.5,0
-1.37,-0.4,-9.7,-0.0625,0,-0.0625,12.75,-8.25,177.5,0
-1.34,-0.41,-9.69,-0.0625,-0.0625,-0.0625,12.75,-8.25,177.5,0
-1.36,-0.42,-9.74,-0.1875,-0.0625,0.0625,12.75,-8.25,177.5,0
-1.36,-0.41,-9.8,0,-0.125,0.0625,12.75,-8.25,177.5,0
-1.36,-0.39,-9.68,0.0625,-0.0625,-0.0625,12.75,-8.25,177.5,0
-1.36,-0.39,-9.73,0,0.125,0.0625,12.75,-8.25,177.5,0
-1.33,-0.38,-9.77,-0.1875,1.25,-0.1875,12.75,-8.0625,177.5625,0
-1.3,-0.39,-9.73,0.1875,0,-0.0625,12.75,-8.0625,177.625,0
-1.31,-0.39,-9.71,0.0625,0.25,0,12.75,-8.0625,177.625,0
-1.34,-0.4,-9.71,-0.1875,0.125,-0.0625,12.75,-8.0625,177.625,0
-1.33,-0.39,-9.79,0.0625,0.125,-0.125,12.75,-8.0625,177.625,0
-1.33,-0.42,-9.71,0,0.125,0,12.75,-8.0625,177.625,0
-1.35,-0.42,-9.66,0.125,-2.125,0.625,12.75,-8.1875,177.5625,0
-1.49,-0.39,-9.78,1.9375,-1,0.125,12.75,-8.4375,177.625,0
-1.44,-0.38,-9.7,-0.125,0.75,-0.3125,12.75,-8.375,177.5625,0
-1.41,-0.4,-9.7,0.25,-0.5625,0,12.75,-8.3125,177.5,0
-1.43,-0.4,-9.68,0.4375,0.1875,-0.25,12.8125,-8.375,177.4375,0
-1.42,-0.44,-9.74,-0.3125,0.4375,-0.1875,12.8125,-8.3125,177.4375,0
-1.41,-0.42,-9.82,-0.1875,0.0625,0.0625,12.8125,-8.25,177.4375,0
-1.4,-0.33,-9.73,-0.125,-0.375,-0.125,12.8125,-8.25,177.5,0
-1.43,-0.41,-9.69,0.625,0.25,-0.125,12.8125,-8.3125,177.4375,0
-1.37,-0.4,-9.73,-0.3125,-2,0.4375,12.6875,-7.9375,177.375,0
-1.37,-0.41,-9.74,-0.1875,-0.3125,0.1875,12.6875,-8,177.4375,0
-1.35,-0.39,-9.71,0,0.125,0.125,12.6875,-8,177.4375,0
-1.37,-0.41,-9.72,-0.125,0.1875,-0.0625,12.6875,-8,177.4375,0
-1.35,-0.4,-9.8,0.125,-0.5625,0.125,12.6875,-7.9375,177.5625,0
-1.4,-0.41,-9.71,-0.3125,0.1875,-0.0625,12.6875,-7.9375,177.5625,0
-1.39,-0.42,-9.68,0.25,0,0,12.6875,-7.9375,177.625,0
-1.37,-0.42,-9.76,0,0,-0.0625,12.6875,-7.9375,177.625,0
-1.34,-0.42,-9.8,-0.125,0.125,0.125,12.6875,-7.9375,177.625,0
-1.36,-0.41,-9.73,0.0625,-0.125,0.125,12.6875,-7.9375,177.625,0
-1.36,-0.42,-9.73,0.0625,-0.1875,0.125,12.6875,-7.9375,177.625,0
-1.37,-0.4,-9.72,-0.25,-0.0625,0.0625,12.6875,-7.9375,177.625,0
-1.37,-0.42,-9.72,0.125,0,0,12.6875,-7.9375,177.625,0
-1.37,-0.43,-9.67,0,-0.0625,0.0625,12.6875,-7.9375,177.625,0
-1.36,-0.39,-9.74,-0.1875,0.0625,0,12.6875,-7.9375,177.625,0
-1.4,-0.42,-9.83,0.125,-0.1875,0,12.6875,-7.9375,177.625,0
-1.37,-0.43,-9.66,0.0625,0,0,12.6875,-8,177.625,0
-1.39,-0.41,-9.69,0.375,-0.0625,0,12.6875,-8,177.625,0
-1.43,-0.4,-9.7,-0.125,0.0625,0,12.6875,-8,177.625,0
-1.35,-0.43,-9.78,-0.75,1.5,0.1875,12.6875,-7.875,177.625,0
-1.31,-0.43,-9.63,0.25,-1.6875,0.5,12.6875,-7.9375,177.6875,0
-1.28,-0.43,-9.73,0.125,0.1875,-0.375,12.75,-7.9375,177.6875,0
-1.36,-0.44,-9.75,0.1875,0.25,-0.1875,12.75,-8.25,177.75,0
-1.36,-0.43,-9.67,-0.125,-0.1875,0.0625,12.8125,-8.4375,177.75,0
-1.42,-0.42,-9.73,-0.75,0.25,-0.125,12.8125,-8.625,177.875,0
-1.46,-0.39,-9.66,-0.5625,-2.0625,0.5625,12.8125,-8.9375,177.875,0
-1.57,-0.42,-9.71,-0.5625,0.4375,-0.3125,12.875,-9.5,178,0
-1.44,-0.4,-9.7,-0.3125,0,0.0625,12.875,-8.875,178,0
-1.41,-0.41,-9.67,0.4375,-0.1875,-0.0625,12.875,-8.875,178,0
-1.41,-0.41,-9.74,0.1875,-0.1875,0.125,12.875,-8.875,178,0
-1.42,-0.41,-9.78,0,0,0.0625,12.875,-8.875,178,0
-1.41,-0.42,-9.7,0.25,0,-0.0625,12.875,-8.875,178,0
-1.44,-0.43,-9.72,0.0625,-0.125,0.125,12.875,-8.875,178,0
-1.74,-0.48,-9.96,-13.625,7.5,1.5,13.4375,-11.25,-179.4375,0
-1.29,-0.31,-9.42,-3.3125,1.3125,0,13.0625,-9.125,177.75,0
-1.28,-0.43,-9.09,6.125,-4.9375,3.875,12.625,-8.25,179.4375,0
-1.43,-0.37,-9.92,2.4375,1.375,-1.25,13.375,-8.375,177.75,-1
-1.25,-0.43,-9.86,-0.6875,0.125,0.0625,13.25,-7.375,177.5,-1
-1.22,-0.5,-9.77,0.3125,0,-0.3125,13.25,-7.5,177.1875,-1
-1.29,-0.53,-9.7,0.0625,0.75,-0.5625,13.25,-7.625,177.125,-1
-1.23,-0.55,-9.76,0.125,0.0625,0.0625,13.25,-7.125,176.9375,-1
-1.21,-0.51,-9.68,0.25,0.125,0,13.25,-7.3125,176.9375,-1
-1.23,-0.51,-9.74,-0.1875,-0.5625,0,13.25,-7.3125,176.875,-1
-1.33,-0.54,-9.71,-0.0625,-0.0625,0,13.1875,-7.5625,176.9375,-1
-1.3,-0.51,-9.71,0.0625,0.125,-0.0625,13.1875,-7.5625,176.9375,-1
-1.32,-0.55,-9.77,0.0625,-0.125,-0.1875,13.1875,-7.5625,176.9375,-1
-1.32,-0.53,-9.65,0,-0.1875,0,13.1875,-7.5625,176.9375,-1
-1.31,-0.53,-9.68,-0.125,0,0.0625,13.1875,-7.5625,176.9375,-1
-1.32,-0.52,-9.79,-0.0625,0,-0.0625,13.1875,-7.5625,176.9375,-1
-1.32,-0.56,-9.75,0.0625,-0.125,0.125,13.1875,-7.5625,176.9375,-1
-1.32,-0.54,-9.71,-0.1875,-0.0625,0,13.1875,-7.5625,176.9375,-1
-1.34,-0.49,-9.71,-0.375,-0.375,0.1875,13.1875,-7.5625,176.9375,-1
-1.41,-0.48,-9.77,-0.1875,0.5,-0.1875,13.1875,-7.5625,176.9375,-1
-1.42,-0.49,-9.59,0.8125,-0.375,0.4375,13.25,-7.4375,177,-1
-1.37,-0.42,-9.73,1,0.9375,-0.0625,13.25,-7.25,176.5625,-1
-1.41,-0.51,-9.71,0.125,0.375,0.0625,13.25,-7.5,176.5625,-1
-1.4,-0.53,-9.65,0.25,0.375,0,13.3125,-7.6875,176.6875,-1
-1.39,-0.53,-9.69,-0.1875,-0.125,-0.125,13.3125,-7.625,176.6875,-1
-1.38,-0.5,-9.7,0,0.0625,0,13.3125,-7.625,176.6875,-1
-1.4,-0.51,-9.78,-0.0625,-0.0625,-0.0625,13.3125,-7.625,176.6875,-1
-1.41,-0.51,-9.7,-0.0625,-0.0625,0.0625,13.3125,-7.625,176.6875,-1
-1.39,-0.49,-9.67,0,-0.125,0.0625,13.3125,-7.625,176.6875,-1
-1.39,-0.5,-9.73,0.0625,-0.0625,0,13.3125,-7.625,176.6875,-1
-1.38,-0.53,-9.75,0.0625,-0.0625,0.125,13.3125,-7.625,176.6875,-1
-1.39,-0.48,-9.66,-0.1875,-0.125,0.0625,13.3125,-7.625,176.6875,-1
-1.39,-0.5,-9.69,-0.125,-0.125,0,13.3125,-7.625,176.6875,-1
-1.39,-0.48,-9.75,0,-0.0625,0.0625,13.3125,-7.625,176.6875,-1
-1.4,-0.51,-9.7,0.125,-0.0625,0,13.3125,-7.625,176.6875,-1
-1.38,-0.52,-9.68,-0.0625,-0.125,-0.0625,13.3125,-7.625,176.6875,-1
-1.37,-0.48,-9.69,0.25,0.3125,-0.125,13.3125,-7.625,176.6875,-1
-1.37,-0.48,-9.74,-0.0625,-0.0625,0.0625,13.3125,-7.625,176.6875,-1
-1.36,-0.5,-9.65,0,0.0625,-0.1875,13.3125,-7.625,176.6875,-1
-1.38,-0.51,-9.63,0.0625,-0.0625,0,13.3125,-7.625,176.6875,-1
-1.37,-0.49,-9.7,0.125,0.0625,0,13.3125,-7.625,176.6875,-1
-1.38,-0.51,-9.77,-0.125,-0.0625,0.0625,13.3125,-7.625,176.6875,-1
-1.36,-0.49,-9.68,0.125,0,0.0625,13.3125,-7.625,176.6875,-1
-1.36,-0.5,-9.7,0.0625,-0.0625,0,13.3125,-7.625,176.6875,-1
-1.39,-0.49,-9.72,-0.0625,-0.0625,0,13.3125,-7.625,176.6875,-1
-1.36,-0.49,-9.8,0.0625,0.1875,-0.1875,13.3125,-7.625,176.6875,-1
-1.38,-0.49,-9.67,-0.125,-0.0625,0.1875,13.3125,-7.625,176.6875,-1
-1.31,-0.48,-9.73,1.25,0.5,0.25,13.3125,-7.4375,176.5625,-1
-1.23,-0.53,-9.73,-1.1875,-0.625,0.9375,14,-7,176.75,-1
-1.14,-0.44,-9.76,-2.375,2.375,0.0625,14.0625,-6.375,177.5625,-1
-1.24,-0.57,-9.63,-2.1875,-2.125,0.4375,14.0625,-7.125,177.25,-1
