accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,ground
-1.35,-0.52,-9.68,-1,-0.25,0,11.4375,-7.75,175.9375,-1
-1.3,-0.51,-9.77,0.4375,-0.3125,0.125,11.4375,-7.75,175.9375,-1
-1.29,-0.55,-9.84,0,-0.0625,-0.125,11.4375,-7.75,175.875,-1
-1.34,-0.55,-9.6,0.125,-0.1875,0.1875,11.4375,-7.75,175.75,-1
-1.31,-0.5,-9.77,0.6875,-0.1875,0.125,11.5,-7.625,176,-1
-1.33,-0.52,-9.79,0.1875,0.375,0.0625,11.5,-7.4375,176.125,-1
-1.34,-0.47,-9.69,0.3125,-0.1875,0.1875,11.5,-7.4375,176.125,-1
-1.34,-0.51,-9.72,-0.125,0,-0.0625,11.5,-7.4375,176.0625,-1
-1.34,-0.52,-9.73,-0.0625,0.3125,-0.125,11.5,-7.4375,176.0625,-1
-1.46,-0.51,-9.85,0,-1.1875,0.25,11.5,-7.5,176.0625,-1
-1.26,-0.57,-9.81,0.5,1.75,-0.4375,11.5,-7.25,176,-1
-1.3,-0.59,-9.53,-0.3125,0.0625,0.0625,11.5,-7.1875,175.75,-1
-1.35,-0.53,-9.79,-0.125,-0.875,0.25,11.5,-7.375,175.9375,-1
-1.39,-0.53,-9.71,0,-0.25,0.25,11.5,-7.5,176,-1
-1.35,-0.52,-9.67,0.0625,0,-0.125,11.5,-7.5,176,-1
-1.38,-0.52,-9.72,-0.1875,-0.125,0.0625,11.5,-7.5,176,-1
-1.78,-0.55,-9.65,-8.4375,-9.8125,3.3125,12.4375,-8.6875,175.9375,-1
-1.6,-0.33,-9.41,-3.0625,0.75,0.3125,12.4375,-8.375,177.375,-1
-1.34,-0.41,-9.6,1.3125,-2.75,0.1875,11.5625,-7.375,177.75,-1
-1.31,-0.35,-9.67,-2.3125,1.9375,0.4375,12.4375,-7.75,177.0625,-1
-1.28,-0.45,-9.9,0.375,0.25,0,12.125,-7.125,177.1875,-1
-1.25,-0.44,-9.78,0.1875,0.3125,-0.4375,12.125,-7.0625,177.1875,-1
-1.22,-0.44,-9.7,-0.3125,0.3125,-0.25,12.125,-7.0625,177.25,0
-1.23,-0.46,-9.76,0.25,0.3125,-0.25,12.125,-7,177.25,0
-1.22,-0.44,-9.71,0.125,-0.125,0.0625,12.125,-7,177.25,0
-1.22,-0.44,-9.7,0.1875,-0.1875,-0.125,12.125,-7,177.25,0
-1.2,-0.43,-9.76,-0.3125,-0.3125,0.0625,12.0625,-6.9375,177.5,0
-1.2,-0.42,-9.8,0.125,-0.375,-0.125,12.0625,-6.9375,177.5,0
-1.21,-0.42,-9.75,0.0625,-0.125,0.0625,12.0625,-6.9375,177.5,0
-1.2,-0.45,-9.68,0,-0.0625,0,12.0625,-6.9375,177.5,0
-1.19,-0.42,-9.81,-0.3125,-0.125,0.0625,12.0625,-6.9375,177.5625,0
-1.23,-0.43,-9.81,0.1875,0.125,0.0625,12.0625,-6.9375,177.5,0
-1.19,-0.42,-9.73,-0.25,0.125,0.125,12.0625,-6.9375,177.5,0
-1.18,-0.45,-9.72,0.0625,-0.0625,-0.0625,12.0625,-6.9375,177.5625,0
-1.2,-0.42,-9.82,0.0625,0.25,0,12.0625,-6.9375,177.5625,0
-1.23,-0.45,-9.84,0.125,-0.0625,0,12.0625,-6.9375,177.5625,0
