accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,ground
1.02,0.85,-9.55,0.125,0,0,271.25,5.8125,-174.75,1
1.01,0.81,-9.62,-0.0625,0,0.125,271.25,5.8125,-174.75,1
1.01,0.83,-9.52,0.1875,0.0625,0,271.25,5.8125,-174.75,1
1.01,0.84,-9.54,-0.0625,-0.125,0.0625,271.25,5.8125,-174.75,1
1.01,0.86,-9.62,0.0625,-0.125,0,271.25,5.8125,-174.75,1
1.03,0.85,-9.52,0,0,0,271.25,5.8125,-174.75,1
1.01,0.83,-9.6,0,0.0625,-0.1875,271.25,5.8125,-174.75,1
1.03,0.84,-9.61,-0.125,-0.0625,0.125,271.25,5.8125,-174.75,1
1.02,0.84,-9.5,-0.125,-0.125,0.0625,271.25,5.8125,-174.75,1
1.03,0.83,-9.52,-0.125,-0.0625,-0.0625,271.25,5.8125,-174.75,1
1,0.84,-9.61,0,-0.0625,0,271.25,5.8125,-174.75,1
1.03,0.85,-9.49,0,-0.0625,-0.125,271.25,5.8125,-174.75,1
1.02,0.82,-9.52,-0.0625,0,0.0625,271.25,5.8125,-174.75,1
1.01,0.83,-9.59,0,0.125,-0.0625,271.25,5.8125,-174.75,1
1.01,0.83,-9.51,-0.0625,0,0.125,271.25,5.8125,-174.75,1
1.03,0.85,-9.55,-0.125,0.0625,0,271.25,5.8125,-174.75,1
1.05,0.85,-9.59,0.125,-0.9375,0.1875,271.25,5.75,-174.75,1
0.8,0.88,-9.53,-0.375,-2,-0.375,271.3125,4.5,-174.75,1
1,1.15,-9.47,-0.125,1.4375,-0.1875,271.25,5.875,-173.25,1
0.61,2.28,-9.68,-0.5,-5.3125,-1.6875,270.875,2.625,-173.9375,1
1.09,1.07,-9.38,15.3125,0.75,-0.0625,270.9375,6.0625,-172.8125,0
0.5,0.35,-8.79,2.5625,0.625,0.625,271.125,4.3125,-175.5,0
0.63,0.98,-9.6,-0.25,-0.625,-0.5625,270.875,3.875,-174.1875,0
0.61,0.97,-9.58,0.8125,-0.0625,-0.125,270.875,3.875,-174.1875,0
0.57,0.98,-9.58,-0.1875,0.0625,-0.0625,270.875,3.8125,-174.1875,0
0.57,0.95,-9.55,0.25,0.1875,0.0625,270.875,3.8125,-174.1875,0
0.6,1,-9.64,0.1875,0,-0.125,270.875,3.8125,-174.1875,0
0.6,0.97,-9.54,0,-0.125,-0.125,270.875,3.8125,-174.1875,0
0.57,0.94,-9.61,0.1875,-0.0625,0.125,270.875,3.8125,-174.1875,0
0.57,0.95,-9.66,-0.25,0,0.0625,270.875,3.8125,-174.1875,0
0.56,0.99,-9.53,-0.125,-0.0625,0.0625,270.875,3.8125,-174.1875,0
0.56,0.99,-9.54,-0.0625,0,-0.0625,270.875,3.8125,-174.1875,0
0.54,1,-9.64,0.25,-0.1875,0,270.875,3.8125,-174.1875,0
0.55,1,-9.55,-0.4375,0.375,-0.0625,270.875,3.8125,-174.1875,0
0.59,0.95,-9.53,-0.1875,0,0.0625,270.875,3.8125,-174.1875,0
0.67,0.99,-9.63,0.0625,-0.5625,-0.0625,270.875,4.25,-174.1875,0
0.62,0.96,-9.56,0.5625,-0.25,0.0625,270.875,4.125,-174.1875,0
0.62,0.98,-9.53,0.125,0,0.0625,270.875,4.125,-174.1875,0
0.63,0.99,-9.64,0.0625,0.1875,0.0625,270.875,4.125,-174.1875,0
0.64,0.99,-9.51,0,0.125,0.125,270.875,4.125,-174.1875,0
0.66,0.99,-9.57,-0.125,-0.0625,-0.0625,270.875,4.125,-174.1875,0
0.66,0.97,-9.62,-0.0625,0.125,-0.0625,270.875,4.125,-174.1875,0
0.63,0.98,-9.51,0,0.0625,0,270.875,4.125,-174.1875,0
0.62,0.97,-9.58,-0.0625,-0.0625,-0.125,270.875,4.125,-174.1875,0
0.61,0.97,-9.61,0.0625,0,-0.0625,270.875,4.125,-174.1875,0
0.64,0.99,-9.56,0.125,0.0625,-0.1875,270.875,4.125,-174.1875,0
0.65,0.97,-9.51,-0.3125,0,-0.125,270.875,4.125,-174.1875,0
0.65,0.99,-9.64,0.125,0.125,0.125,270.875,4.125,-174.1875,0
0.62,0.99,-9.53,0.1875,0,0,270.875,4.125,-174.1875,0
0.63,0.98,-9.6,-0.0625,-0.0625,-0.0625,270.875,4.125,-174.1875,0
0.62,0.98,-9.63,0.125,0.0625,0.1875,270.875,4.125,-174.1875,0
0.64,0.97,-9.55,-0.25,-0.0625,0.1875,270.875,4.125,-174.1875,0
0.61,0.98,-9.54,0.0625,-0.0625,0.0625,270.875,4.125,-174.1875,0
0.61,0.99,-9.63,-0.3125,0,0.125,270.875,4.125,-174.1875,0
0.63,0.98,-9.52,-0.0625,0.125,-0.0625,270.875,4.125,-174.1875,0
0.63,0.99,-9.55,0.1875,0,-0.125,270.875,4.125,-174.1875,0
0.62,1,-9.62,-0.0625,0,0.0625,270.875,4.125,-174.1875,0
0.64,0.99,-9.55,-0.125,-0.125,0,270.875,4.125,-174.1875,0
0.62,0.96,-9.54,-0.1875,-0.125,0,270.875,4.125,-174.1875,0
0.62,0.98,-9.64,0.0625,0.0625,0.0625,270.875,4.125,-174.1875,0
0.62,0.99,-9.52,0.0625,0,0,270.875,4.125,-174.1875,0
0.62,0.99,-9.54,-0.1875,0,0.0625,270.875,4.125,-174.1875,0
0.65,0.97,-9.8,2.25,1.75,0.5,270.875,4.1875,-174.25,0
0.93,0.78,-9.38,1.5625,1,-0.4375,270.9375,6.625,-174.5,0
0.7,1.18,-10.04,12.375,3.375,1,270.75,4.0625,-173.375,0
1.12,1.32,-9.34,0.9375,0.875,-0.4375,271,6.5,-174.125,-1
1.13,1.46,-9.02,-7.25,-12.375,-1.1875,271,6.25,-174.0625,-1
-0.45,1.22,-10.74,0.6875,1.6875,0.8125,270.9375,0.1875,-173.625,-1
0.85,0.73,-9.54,5.5625,0.1875,1.0625,271.0625,6.125,-174.75,-1
0.59,0.92,-9.71,-2,-1.125,-0.5,271.0625,3.6875,-174.875,-1
0.63,0.97,-9.6,-0.625,-0.1875,-0.0625,271.0625,3.625,-174.4375,-1
0.61,0.93,-9.59,-0.1875,0.3125,0.0625,271.0625,3.625,-174.5,-1
0.59,0.92,-9.66,-0.25,-0.25,0,271.0625,3.625,-174.5,-1
0.61,0.94,-9.51,0.0625,0.125,-0.0625,271.0625,3.625,-174.5,-1
0.62,0.94,-9.57,-0.25,0,0,271.0625,3.625,-174.5,-1
0.59,0.92,-9.66,-0.25,0.1875,0,271.0625,3.625,-174.5,-1
0.63,0.9,-9.53,0.25,-0.0625,0.0625,271.0625,3.625,-174.5,-1
0.61,0.9,-9.53,-0.125,-0.3125,-0.0625,271.0625,3.5625,-174.5,-1
0.6,0.91,-9.64,0.0625,0.375,0.1875,271.0625,3.5,-174.5,-1
0.6,0.95,-9.62,0.0625,-0.0625,0,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.53,0.0625,0,-0.125,271.0625,3.5625,-174.4375,-1
0.6,0.95,-9.6,-0.125,0.0625,0.0625,271.0625,3.5625,-174.4375,-1
0.6,0.94,-9.54,0,0,0.125,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.53,0,0.25,-0.125,271.0625,3.5625,-174.4375,-1
0.61,0.92,-9.64,-0.125,0,0.0625,271.0625,3.5625,-174.4375,-1
0.59,0.92,-9.51,0.0625,0,0,271.0625,3.5625,-174.4375,-1
0.61,0.93,-9.53,-0.1875,0.1875,0,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.57,0.1875,0.125,0,271.0625,3.5625,-174.4375,-1
0.62,0.95,-9.56,0.125,0.0625,0,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.53,0.0625,0.125,-0.0625,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.61,0,0.0625,0.0625,271.0625,3.5625,-174.4375,-1
0.59,0.93,-9.55,-0.0625,0,0.125,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.56,0,-0.0625,0.0625,271.0625,3.5625,-174.4375,-1
0.59,0.94,-9.64,0.0625,-0.0625,0.0625,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.53,0.125,-0.0625,0,271.0625,3.5625,-174.4375,-1
0.59,0.93,-9.52,-0.0625,0,0.0625,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.61,-0.0625,0,-0.125,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.53,0.1875,0.125,-0.125,271.0625,3.5625,-174.4375,-1
0.61,0.92,-9.54,0.0625,-0.0625,0,271.0625,3.5625,-174.4375,-1
0.59,0.94,-9.65,0.125,-0.1875,0,271.0625,3.5625,-174.4375,-1
0.59,0.92,-9.58,0.0625,-0.0625,-0.1875,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.55,-0.25,0.0625,0.1875,271.0625,3.5625,-174.4375,-1
0.59,0.91,-9.6,-0.125,-0.0625,0.125,271.0625,3.5625,-174.4375,-1
0.61,0.94,-9.52,-0.125,0.0625,0,271.0625,3.5625,-174.4375,-1
0.6,0.9,-9.55,0.0625,0.0625,-0.0625,271.0625,3.5625,-174.4375,-1
0.62,0.91,-9.63,-0.0625,0.125,0,271.0625,3.5625,-174.4375,-1
0.6,0.93,-9.56,0,0,0,271.0625,3.5625,-174.4375,-1
0.59,0.93,-9.56,0.0625,-0.0625,-0.0625,271.0625,3.5625,-174.4375,-1
0.62,0.93,-9.62,-0.125,0.0625,0.0625,271.0625,3.5625,-174.4375,-1
0.59,0.92,-9.52,0.25,0,0.0625,271.0625,3.5625,-174.4375,-1
0.61,0.93,-9.5,-0.0625,-0.0625,-0.0625,271.0625,3.5625,-174.4375,-1
