time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19
1547532824.4256382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532825.0687222,-5.33,3.44,-7.16,0.1875,-0.0625,-0.0625,65.3125,-33.875,-154.375,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532825.7197225,-5.35,3.45,-7.16,-0.125,-0.125,0.125,65.3125,-33.875,-154.375,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532826.3585207,-5.46,3.49,-7.29,-1.0,0.0625,0.125,65.3125,-33.8125,-154.4375,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532827.0022361,-5.48,3.48,-7.37,0.625,-0.1875,0.125,65.3125,-34.1875,-154.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532827.6482599,-5.6,3.49,-7.11,3.75,-1.5625,0.25,65.4375,-34.875,-153.9375,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547532828.2919862,-5.71,3.36,-7.06,1.6875,1.4375,0.125,66.8125,-36.1875,-153.75,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0
1547532828.938114,-5.75,3.43,-7.06,-0.875,-4.625,-0.75,67.0,-36.0625,-154.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1547532829.5856993,-5.79,3.35,-7.01,-0.875,-0.1875,-0.4375,67.125,-36.6875,-154.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1547532830.2243757,-5.91,3.41,-7.3,0.8125,-3.5,-0.5,67.0,-37.375,-154.125,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
