time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic
2.52,-1.54,0.11,-9.72,-0.0625,-0.25,0,7.8125,-9.0625,-179.3125,0
3.15,-1.56,0.11,-9.79,0,0.0625,0.0625,7.8125,-9.0625,-179.3125,0
3.78,-1.56,0.08,-9.7,-0.25,0.0625,0.0625,7.8125,-9.0625,-179.3125,0
4.41,-1.56,0.1,-9.76,0.0625,0.125,-0.125,7.8125,-9.0625,-179.3125,0.01
5.05,-1.54,0.09,-9.69,0.125,-0.0625,0.0625,7.8125,-9.0625,-179.3125,0.01
5.68,-1.55,0.11,-9.75,0.125,0,-0.0625,7.8125,-9.0625,-179.3125,0.01
6.32,-1.53,0.11,-9.74,-0.125,0.125,0,7.8125,-9.0625,-179.3125,0.01
6.94,-1.54,0.11,-9.71,0.0625,-0.25,0.125,7.8125,-9.0625,-179.3125,0
7.58,-2.46,0.77,-9.67,-9.75,-21.0625,2.6875,7.9375,-12.5625,-178.625,2.92
8.21,-1.94,-1.08,-8.81,3.5,-2.75,0,7.875,-10.8125,178.375,0
8.85,-1.71,-0.04,-9.58,-8.4375,4.3125,3.5,7.5625,-10.0625,179,0.01
9.49,-1.77,0.38,-10.85,-6.75,-1.375,2.875,7.25,-9.0625,179.8125,0.01
10.12,-1.67,-0.34,-9.72,-1.9375,1.625,0.125,7.9375,-9.75,178.1875,0
10.76,-1.78,-0.38,-9.51,0.1875,-1.375,0.5625,8.0625,-10.0625,178.125,0
11.39,-1.71,-0.13,-9.73,-1,-0.25,-0.25,8.0625,-10.125,178.625,0.01
12.03,-1.75,-0.21,-9.63,0.0625,-0.0625,-0.125,8.0625,-10.125,178.625,0.01
12.67,-1.76,-0.18,-9.72,0,0.125,0,8.0625,-10.125,178.625,0
13.31,-1.75,-0.24,-9.68,0.25,0.25,-0.125,8.0625,-10.125,178.625,0
13.94,-1.68,-0.24,-9.63,-0.5625,-0.3125,0.3125,8.0625,-9.75,178.6875,0
14.58,-1.68,-0.22,-9.67,0.125,-0.125,0,8.0625,-9.75,178.6875,0.01
15.21,-1.69,-0.22,-9.63,0.0625,-0.125,-0.0625,8.0625,-9.75,178.6875,0.01
15.85,-1.7,-0.19,-9.66,0.0625,-0.0625,0,8.0625,-9.75,178.6875,0
16.49,-1.7,-0.23,-9.74,-0.125,0,0.125,8.0625,-9.75,178.6875,0
17.12,-1.69,-0.18,-9.64,0.0625,-0.125,-0.0625,8.0625,-9.75,178.6875,0.01
17.75,-1.71,-0.21,-9.7,-0.0625,-0.125,0.0625,8.0625,-9.75,178.6875,0
18.39,-1.71,-0.19,-9.75,0,0,-0.0625,8.0625,-9.75,178.6875,0.01
19.03,-1.72,-0.22,-9.63,0,0.1875,0,8.0625,-9.75,178.6875,0
19.66,-1.69,-0.22,-9.72,-0.1875,-0.0625,-0.0625,8.0625,-9.75,178.6875,0
20.3,-1.71,-0.24,-9.65,-0.25,-0.0625,0.0625,8.0625,-9.75,178.6875,0
20.93,-1.71,-0.22,-9.69,0,0.3125,-0.0625,8.0625,-9.75,178.6875,0
21.57,-1.69,-0.22,-9.71,0.0625,0,0,8.0625,-9.75,178.6875,0
22.2,-1.73,-0.19,-9.64,0,-0.0625,-0.0625,8.0625,-9.75,178.6875,0
22.84,-1.71,-0.22,-9.66,0.125,-0.0625,0,8.0625,-9.75,178.6875,0.01
23.47,-1.72,-0.23,-9.75,-0.0625,0.0625,0,8.0625,-9.75,178.6875,0
24.1,-1.71,-0.2,-9.63,0.25,0.1875,-0.125,8.0625,-9.75,178.6875,0
24.74,-1.72,-0.24,-9.72,0.25,0.125,0.125,8.0625,-9.75,178.6875,0
25.37,-1.7,-0.22,-9.7,-0.0625,-0.1875,0,8.0625,-9.75,178.6875,0.01
26.01,-1.73,-0.22,-9.65,0.1875,-0.125,-0.0625,8.0625,-9.75,178.6875,0
26.65,-1.73,-0.21,-9.69,-0.1875,0.0625,-0.125,8.0625,-9.75,178.6875,0
27.28,-1.71,-0.21,-9.63,-0.0625,-0.0625,-0.1875,8.0625,-9.75,178.6875,0
27.92,-1.72,-0.21,-9.63,-0.5,0.125,-0.125,8.0625,-9.75,178.6875,0
28.56,-1.64,-0.28,-9.71,1,0.875,0,8.0625,-9.6875,178.5,0
29.19,-1.63,-0.28,-9.77,-0.3125,0.375,-0.125,8.0625,-9.3125,178.375,0.01
29.82,-1.59,-0.32,-9.74,-0.125,-0.9375,0.3125,8.0625,-9.3125,178.375,0.01
30.46,-1.63,-0.28,-9.64,0.0625,0,-0.125,8.0625,-9.375,178.375,0
31.09,-1.64,-0.25,-9.67,-0.5625,0.25,-0.0625,8.0625,-9.4375,178.5,0
31.73,-1.67,-0.23,-9.73,0.375,-0.125,-0.125,8.0625,-9.4375,178.5,0
32.37,-1.68,-0.26,-9.69,-0.0625,-0.4375,0.0625,8.0625,-9.4375,178.5,0
33,-1.66,-0.26,-9.67,0.375,-0.0625,0.0625,8.0625,-9.4375,178.5,0
33.64,-1.67,-0.24,-9.74,-0.125,-0.375,0.0625,8.0625,-9.4375,178.5,0.01
34.27,-1.7,-0.26,-9.65,-0.0625,-0.25,0.1875,8.0625,-9.4375,178.5,0
34.91,-1.69,-0.27,-9.66,0,0.125,-0.125,8.0625,-9.4375,178.5,0
35.54,-1.68,-0.27,-9.75,0,-0.125,-0.0625,8.0625,-9.4375,178.5,0
36.18,-1.69,-0.26,-9.67,-0.0625,0.0625,-0.0625,8.0625,-9.4375,178.5,0
36.81,-1.66,-0.25,-9.71,-0.125,0.1875,-0.0625,8.0625,-9.4375,178.5,0
37.45,-1.67,-0.25,-9.76,-0.375,0,-0.0625,8.0625,-9.4375,178.5,0.01
38.09,-1.67,-0.26,-9.64,0.125,0.1875,-0.0625,8.0625,-9.4375,178.5,0.01
38.72,-1.69,-0.27,-9.73,0.125,0.125,0.0625,8.0625,-9.4375,178.5,0
39.36,-1.66,-0.25,-9.68,0.0625,0.0625,-0.125,8.0625,-9.4375,178.5,0
39.99,-1.67,-0.27,-9.66,-0.25,0,0.1875,8.0625,-9.4375,178.5,0
40.62,-1.68,-0.25,-9.73,0.125,0,0.0625,8.0625,-9.4375,178.5,0
41.26,-1.68,-0.27,-9.65,-0.0625,0,0.0625,8.0625,-9.4375,178.5,0
41.89,-1.64,-0.26,-9.71,-0.125,-0.0625,0,8.0625,-9.4375,178.5,0.01
42.53,-1.66,-0.25,-9.64,-0.0625,0,-0.0625,8.0625,-9.4375,178.5,0
43.16,-1.69,-0.23,-9.66,0,-0.1875,0.0625,8.0625,-9.4375,178.5,0.01
43.79,-1.68,-0.25,-9.7,0.125,-0.0625,-0.0625,8.0625,-9.4375,178.5,0.01
44.43,-1.69,-0.26,-9.68,-0.0625,0.0625,0.125,8.0625,-9.4375,178.5,0
45.06,-1.66,-0.26,-9.65,0.125,0,0.125,8.0625,-9.4375,178.5,0
45.7,-1.66,-0.27,-9.78,0.125,-0.125,0,8.0625,-9.4375,178.5,0
46.33,-1.47,-0.35,-9.66,0.0625,1.5,-0.375,8.0625,-8.5,178.375,0
46.97,-1.48,-0.33,-9.73,-0.125,0.125,-0.125,8.0625,-8.3125,178.375,0
47.6,-1.71,-0.12,-9.42,0.75,-0.75,-0.0625,8.8125,-9.5625,179.25,0
48.24,-1.77,-0.67,-9.15,-0.3125,0.75,-0.25,8.3125,-9.4375,178.5625,0
48.88,-1.17,0,-9.89,3.375,7.6875,-2.9375,8.875,-7.5625,178.4375,0
49.51,-1.38,-0.35,-9.78,-0.9375,0.3125,0.375,9.125,-7.9375,177.8125,0
50.14,-1.11,-0.26,-9.72,2.5,8,-3.3125,9,-7.4375,178.125,0
50.78,-1.18,-0.43,-9.85,-0.25,0,0,8.8125,-6.9375,177.9375,0
51.41,-1.19,-0.41,-9.67,0.1875,-0.25,0.0625,8.8125,-6.9375,177.875,0
52.05,-1.23,-0.39,-9.58,-0.9375,-0.3125,0.25,8.8125,-7,177.8125,0.01
52.69,-1.24,-0.38,-9.68,-0.3125,-1.4375,0.125,8.8125,-7.4375,177.9375,0
53.32,-1.24,-0.42,-9.82,-0.4375,1.25,-0.5,8.8125,-7.3125,177.9375,0
53.96,-1.21,-0.38,-9.77,-0.1875,0.1875,-0.0625,8.8125,-7.3125,177.9375,0
54.6,-1.22,-0.4,-9.71,-0.0625,-0.0625,-0.125,8.8125,-7.3125,177.9375,0
55.23,-1.2,-0.39,-9.7,0,-0.1875,0.0625,8.8125,-7.3125,177.9375,0
55.87,-1.19,-0.38,-9.74,0.0625,-0.25,0.0625,8.8125,-7.3125,177.9375,0
56.5,-1.21,-0.41,-9.69,0,0.25,-0.125,8.8125,-7.3125,177.875,0.01
57.14,-1.12,-0.4,-9.76,0.0625,0.9375,-0.3125,8.8125,-7.25,177.875,0
57.77,-1.14,-0.43,-9.83,-0.1875,-0.6875,0.1875,8.8125,-7.3125,177.8125,0
58.41,-1.16,-0.42,-9.72,0.25,0,-0.3125,8.8125,-7.4375,177.8125,0.01
59.04,-1.16,-0.39,-9.78,0.1875,-0.125,-0.0625,8.8125,-7.4375,177.8125,0.01
59.68,-1.15,-0.41,-9.82,-0.0625,-0.0625,0,8.8125,-7.4375,177.8125,0.01
60.32,-1.14,-0.4,-9.74,0,0,0.125,8.8125,-7.4375,177.8125,0
60.95,-1.15,-0.43,-9.79,0.0625,0.125,-0.0625,8.8125,-7.4375,177.8125,0
61.59,-1.15,-0.4,-9.78,0,0,-0.0625,8.8125,-7.4375,177.8125,0
62.22,-1.14,-0.42,-9.7,-0.125,-0.6875,0.1875,8.8125,-7.4375,177.8125,0
62.86,-1.11,-0.43,-9.75,0.3125,0.625,-0.125,8.8125,-7.25,177.8125,0
63.49,-1.1,-0.45,-9.72,-0.1875,-0.4375,-0.0625,8.8125,-7.125,177.8125,0
64.13,-1.17,-0.4,-9.75,-0.5625,-0.0625,0,8.75,-7.625,178.0625,0
64.76,-1.16,-0.39,-9.84,0.25,0,0.0625,8.75,-7.625,178.0625,0
65.39,-1.03,-0.43,-9.73,0.125,4.0625,-0.875,8.75,-6.875,177.625,0
66.03,-0.92,-0.46,-9.76,0.5,-1.375,-0.125,8.625,-6.25,177.3125,0
66.67,-0.95,-0.41,-9.73,-0.1875,-0.4375,0.1875,8.625,-6.3125,177.4375,0
67.3,-1.02,-0.46,-9.77,0.4375,0.1875,0.125,8.625,-6.4375,177.375,0.01
67.94,-1.02,-0.45,-9.8,0.25,0.125,-0.25,8.625,-6.5,177.4375,0.01
68.57,-1.02,-0.44,-9.72,-0.3125,0.5,0,8.625,-6.4375,177.4375,0
69.2,-1.01,-0.42,-9.72,-0.375,-0.6875,0.3125,8.625,-6.4375,177.625,0.01
69.84,-1.01,-0.45,-9.8,-0.4375,-0.0625,-0.125,8.625,-6.4375,177.6875,0
70.48,-1.01,-0.45,-9.75,-0.3125,-0.0625,0.0625,8.625,-6.4375,177.6875,0
71.11,-0.98,-0.44,-9.76,-0.1875,0.1875,-0.0625,8.625,-6.4375,177.6875,0
71.75,-1.02,-0.46,-9.8,-0.125,0.0625,0,8.625,-6.4375,177.6875,0
72.39,-1.13,-0.44,-9.68,-0.125,-2.8125,0.9375,8.75,-7.125,177.875,0
73.02,-1.16,-0.4,-9.79,-0.4375,0.375,-0.1875,8.8125,-7.4375,178.125,0
73.66,-1.16,-0.4,-9.75,0.0625,-0.3125,0.1875,8.8125,-7.4375,178.125,0
74.3,-1.14,-0.37,-9.7,0.125,-0.25,0.1875,8.8125,-7.4375,178.125,0
74.93,-1.15,-0.36,-9.81,0.0625,0.1875,0.0625,8.8125,-7.4375,178.125,0
75.57,-0.91,0.15,-10.32,-9.25,9.625,-2,8.4375,-6.5,179.4375,0
76.2,-1.24,-0.71,-9.51,4.4375,-2.0625,0.6875,9.0625,-8.3125,177.5,0
76.84,-1.19,-0.15,-10.11,-4.3125,2.5625,1.5,9.625,-7.9375,178.3125,0
77.47,-1.16,-0.08,-9.85,4.6875,-8.1875,2.125,9.75,-6.3125,178,0
78.11,-1.27,-0.49,-9.52,-0.125,-0.9375,1,10.375,-7.5,177.75,0.01
78.74,-1.21,-0.37,-9.76,0.875,-0.5,0.1875,10.3125,-7.125,178.25,0
79.38,-1.16,-0.33,-9.71,-0.125,-0.1875,0.1875,10.3125,-7.125,178.25,0
80.02,-1.25,-0.31,-9.81,1.5,-1.375,0.125,10.3125,-7.5,178.0625,0.01
80.66,-1.29,-0.38,-9.88,-0.4375,0.4375,-0.25,10.375,-7.75,178,0.01
81.29,-1.35,-0.43,-9.68,0.1875,0.125,-0.1875,10.375,-7.6875,177.75,0.01
81.93,-1.29,-0.39,-9.8,-0.125,0.25,-0.1875,10.375,-7.6875,177.75,0.01
82.57,-1.31,-0.38,-9.74,0.125,-0.0625,0.0625,10.375,-7.625,177.75,0.01
83.21,-1.26,-0.38,-9.68,0.125,0.3125,0.125,10.375,-7.625,177.8125,0
83.85,-1.27,-0.4,-9.69,-0.375,0.75,0.3125,10.375,-7.5625,177.8125,0
84.48,-1.31,-0.31,-9.93,-0.625,-0.625,0.0625,10.375,-8.125,177.875,0
85.12,-1.15,-0.15,-9.77,-1.625,1.5,0.1875,10.3125,-7.3125,179.0625,0.01
85.76,-1.02,-0.13,-9.83,0.9375,0.6875,-0.1875,10.3125,-6.75,178.875,0
86.4,-1.04,-0.2,-9.83,0,-0.4375,0,10.3125,-6.75,178.75,0
87.03,-1.16,-0.34,-9.73,2.5,-0.8125,1.0625,10.25,-7.4375,177.875,0
87.68,-1.24,-0.44,-9.66,-0.1875,-1,-0.25,10.375,-7.8125,177.375,0
88.31,-1.24,-0.36,-9.76,0.0625,-0.1875,-0.1875,10.375,-8.125,177.4375,0
88.95,-1.21,-0.41,-9.79,-0.4375,-0.5,0.0625,10.375,-8.125,177.375,0
89.59,-1.21,-0.28,-9.84,-0.1875,-0.6875,-0.5,10.375,-8.1875,177.4375,0
90.23,-1.18,-0.34,-9.73,-2,2.0625,1.0625,10.5,-8.125,177.625,0
90.86,-1.23,-0.3,-9.81,1.1875,-1,-0.25,10.625,-8,177.5,0.01
91.5,-1.28,-0.33,-9.74,0.4375,-0.25,0.125,10.625,-8.125,177.4375,0.01
92.14,-1.23,-0.39,-9.82,-1.125,3.5,-1.3125,10.375,-7.75,177.25,0.01
92.78,-1.11,-0.39,-9.8,0.1875,-0.5625,0.0625,10.3125,-7.375,176.9375,0.01
93.41,-1.13,-0.4,-9.73,0.375,-0.375,-0.0625,10.3125,-7.3125,176.9375,0
94.05,-1.15,-0.42,-9.71,-0.125,0.125,-0.0625,10.3125,-7.1875,177.0625,0.01
94.69,-1.1,-0.4,-9.84,0.875,0,-0.125,10.3125,-7.125,177.125,0.01
95.32,-1.09,-0.43,-9.75,0,-0.0625,-0.0625,10.3125,-7,177.0625,0.01
95.96,-1.11,-0.41,-9.74,0.0625,0.0625,-0.0625,10.3125,-7,177.0625,0.01
96.6,-1.13,-0.4,-9.81,-0.0625,-0.125,-0.0625,10.3125,-7,177.0625,0
97.23,-1.15,-0.44,-9.66,0.5,-0.3125,-0.0625,10.3125,-7,177,0.01
97.87,-1.15,-0.41,-9.73,0.25,-0.25,-0.0625,10.3125,-7,177,0.01
98.51,-1.13,-0.42,-9.78,0.25,-0.125,-0.125,10.3125,-7,177,0.01
99.15,-1.13,-0.43,-9.73,-0.1875,0.0625,0,10.3125,-7,177,0
99.79,-1.13,-0.43,-9.71,0.1875,0.125,0,10.3125,-7,177,0
100.43,-1.14,-0.42,-9.77,-0.0625,-0.25,0,10.3125,-7,177,0
101.07,-1.13,-0.43,-9.8,0.25,-0.0625,-0.0625,10.3125,-7,177,0
101.71,-1.19,-0.43,-9.66,-0.5,-0.125,0.25,10.3125,-7,176.9375,0
102.35,-1.14,-0.44,-9.77,0.375,0.375,-0.1875,10.3125,-7,177,0
102.99,-1.15,-0.44,-9.75,0,0.0625,-0.0625,10.3125,-7,177,0
103.63,-1.1,-0.43,-9.75,0.625,0.125,-0.125,10.3125,-7,177,0
104.27,-1.14,-0.42,-9.73,0.1875,-0.3125,0.3125,10.3125,-7,176.9375,0
104.91,-1.13,-0.42,-9.73,0.0625,0.0625,-0.0625,10.3125,-7,176.9375,0
105.55,-1.12,-0.43,-9.84,-0.0625,-0.125,-0.0625,10.3125,-7,176.9375,0
106.19,-1.13,-0.43,-9.71,-0.1875,-0.0625,0,10.3125,-7,176.9375,0
106.84,-1.13,-0.43,-9.72,-0.0625,0.125,0.1875,10.3125,-7,176.9375,0
107.47,-1.13,-0.41,-9.71,0.25,0,-0.0625,10.3125,-7,176.9375,0
108.11,-1.12,-0.45,-9.87,0.0625,0.5625,-0.125,10.3125,-7.0625,176.9375,0
108.75,-1.15,-0.4,-9.73,-0.0625,0.375,0.125,10.3125,-7,176.9375,0.01
109.39,-1.11,-0.43,-9.76,0,0.3125,-0.0625,10.3125,-7,176.9375,0
110.03,-1.15,-0.43,-9.75,0.25,0.25,0,10.3125,-6.9375,176.9375,0.01
110.67,-1.13,-0.42,-9.73,0.1875,0.0625,0.0625,10.3125,-6.9375,176.9375,0.01
111.31,-1.36,-0.44,-9.69,1.8125,-5.25,-0.9375,10.4375,-8.5,176.6875,0
111.95,-0.79,-0.45,-9.13,1.5625,6.3125,-3.25,10.375,-7.9375,177.3125,0.01
112.59,-0.05,-1.02,-9.57,-13.125,6.5,0.125,8.25,-2.5,175.9375,0.01
113.23,-1.27,-0.55,-9.51,-1.3125,3.625,-0.5,10.4375,-8.5,176.5,0.01
113.87,-1.09,-0.49,-9.7,0.75,-0.875,-0.25,10.125,-6.5625,176.5,0
114.51,-1.06,-0.45,-9.93,-0.0625,-0.3125,0,10.125,-6.5625,176.625,0.01
115.15,-1.16,-0.55,-9.9,0.3125,0.6875,-0.75,10.0625,-6.6875,176.5,0.01
115.8,-1.14,-0.52,-9.66,0.1875,1.1875,-0.375,10.125,-6.8125,176.375,0.01
116.44,-1.13,-0.49,-9.77,-0.125,0.375,-0.4375,10.125,-6.8125,176.375,0.01
117.08,-1.13,-0.53,-9.61,-0.0625,-0.4375,0.3125,10.125,-6.875,176.0625,0.01
117.72,-1.28,-0.45,-9.78,0.8125,4.3125,-1.125,10.3125,-7.6875,176.5625,0.01
118.36,-1.19,-0.52,-9.75,-0.0625,1.5625,-0.4375,10.25,-7,176.3125,0
119,-1.15,-0.47,-9.71,0.1875,0.25,0.0625,10.25,-7.125,176.375,0
119.63,-1.18,-0.49,-9.77,0.25,-0.1875,0,10.25,-7.125,176.375,0
120.27,-1.22,-0.48,-9.75,-0.4375,0.375,-0.125,10.25,-7.125,176.375,0
120.92,-1.12,-0.48,-9.73,-0.0625,0.3125,-0.0625,10.25,-6.9375,176.375,0
121.55,-1.12,-0.47,-9.77,0.375,0.8125,-0.125,10.1875,-6.9375,176.375,0
122.19,-1.1,-0.47,-9.79,-0.25,-0.125,0,10.1875,-6.875,176.375,0
122.84,-0.99,-0.49,-9.71,0.625,-0.875,0,10.1875,-6.6875,176.3125,0
123.47,-1.03,-0.51,-9.74,-0.125,0.8125,-0.125,10.1875,-6.6875,176.25,0
124.12,-1.15,-0.48,-9.7,-0.5625,-2.0625,0.875,10.1875,-7.1875,176.3125,0
124.76,-1.28,-0.43,-9.81,-0.8125,0.125,0.125,10.3125,-8.0625,176.625,0
125.39,-1.05,-0.5,-9.95,0.4375,1.9375,-0.6875,9.9375,-6.5625,176.3125,0
126.03,-1.03,-0.55,-9.68,0.0625,0,0.3125,9.9375,-6.4375,176.0625,0
126.67,-1.05,-0.5,-9.7,-0.125,-0.625,0.25,9.9375,-6.4375,176.5,0
127.3,-1.01,-0.47,-9.71,0.25,0.0625,0.0625,9.9375,-6.3125,176.5625,0
127.94,-1.01,-0.5,-9.75,0.25,0.125,0,9.9375,-6.3125,176.625,0.01
128.57,-0.99,-0.43,-9.81,-0.625,1.0625,0.375,9.9375,-6.3125,176.625,0
129.21,-0.99,-0.49,-9.69,2.375,-0.0625,0.0625,9.9375,-6.125,176.375,0.01
129.85,-0.93,-0.54,-9.69,-3.8125,-1.5625,1.0625,10,-6.1875,176.375,0
130.49,-1.07,-0.51,-9.77,0.75,-0.3125,0.0625,10,-6.5,176.1875,0
131.13,-1.06,-0.46,-9.56,0.375,0.0625,0.4375,10.0625,-6.5,176.1875,0.01
131.77,-1.08,-0.52,-9.71,0.5625,0,0.0625,10,-6.5,176.1875,0
132.4,-1.12,-0.51,-9.82,0.4375,-0.625,0.0625,9.9375,-6.375,176.0625,0
133.04,-0.98,-0.52,-9.75,2.875,-1.1875,0.3125,9.8125,-5.75,176.0625,0
133.68,-0.95,-0.52,-9.68,1.0625,0.3125,-0.75,9.875,-5.9375,176.25,0.01
134.31,-1.01,-0.49,-9.77,0.75,0.5625,-0.125,9.875,-5.875,176.25,0.01
134.95,-1.07,-0.51,-9.7,-1.25,0.4375,-0.1875,9.9375,-5.875,176.25,0
135.59,-1.11,-0.48,-9.54,3.875,-1.1875,-0.3125,9.9375,-6.3125,176.3125,0
136.23,-1.07,-0.52,-9.89,-2.1875,2.875,-0.3125,9.9375,-5.875,176.375,0.01
136.86,-1.06,-0.45,-9.78,-0.25,1.0625,0,9.9375,-6.0625,176.5,0
137.5,-1.05,-0.48,-9.69,0,0.5,0,9.875,-5.9375,176.125,0.01
138.13,-1.08,-0.53,-9.81,-0.1875,-0.125,0.0625,9.875,-5.9375,176.1875,0
138.77,-0.99,-0.5,-9.68,2,-1.125,-0.375,9.875,-5.75,176.1875,0.01
139.41,-1.08,-0.49,-9.75,-0.1875,-0.125,0.125,9.875,-5.875,176,0
140.05,-1.04,-0.48,-9.84,-0.125,-0.0625,0.0625,9.875,-5.875,176,0
140.68,-1.11,-0.45,-9.48,-3.8125,0.5625,0.5625,9.8125,-5.875,176.125,0
141.32,-1.91,0.45,-8.28,-31.625,17.375,6.875,11.3125,-11.3125,177.9375,0
141.97,-1.81,0.1,-9.94,-0.4375,0.375,3.3125,10.9375,-8.375,177.6875,0
142.6,-1.83,-0.2,-10.74,-9.375,-2.625,2.0625,10.8125,-7.75,179.1875,0
143.24,-1.49,-0.56,-9.65,1.3125,2,-0.5625,11.0625,-8.125,176.5625,0
143.88,-1.35,-0.54,-9.63,0.8125,1.625,-0.0625,11.0625,-7.5,176.3125,0
144.52,-1.3,-0.48,-9.91,-2.0625,-2.5625,0.1875,11.0625,-7.375,176.625,0
145.16,-1.48,-0.44,-9.75,-1.0625,0.6875,-0.6875,11.1875,-8.375,176.75,0
145.8,-1.44,-0.47,-9.7,-0.125,0.125,-0.0625,11.1875,-8.375,176.8125,0
146.44,-1.49,-0.52,-9.63,1.6875,1,-0.4375,11.1875,-8.3125,176.625,0
147.08,-1.48,-0.48,-9.86,0.125,0.125,-0.125,11.1875,-8.0625,176.5625,0
147.71,-1.44,-0.56,-9.63,-1.5,0.4375,-0.1875,11.1875,-8.0625,176.4375,0
148.35,-1.4,-0.49,-9.77,0,-0.0625,-0.0625,11.25,-8.0625,176.4375,0
149,-1.35,-0.51,-9.78,-0.25,0.375,-0.1875,11.25,-8.0625,176.4375,0
149.63,-1.41,-0.5,-9.73,0.4375,0.5,-0.25,11.3125,-8.375,176.4375,0
150.27,-1.43,-0.55,-9.69,-0.3125,0.25,0,11.3125,-8.375,176.4375,0
