time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,ground
317.72,-1.46,-0.29,-9.41,0,0.1875,-0.0625,320.75,-8.3125,177.8125,-1
318.36,-1.48,-0.27,-9.43,-0.0625,-0.1875,0.125,320.75,-8.3125,177.8125,-1
319.01,-1.47,-0.31,-9.5,-0.0625,-0.125,0.1875,320.75,-8.25,177.8125,-1
319.65,-1.48,-0.28,-9.52,-0.0625,0,0,320.75,-8.25,177.8125,-1
320.29,-1.44,-0.33,-9.45,-0.375,0.5625,-0.0625,320.75,-8.25,177.8125,-1
320.94,-1.41,-0.31,-9.41,-0.4375,0.25,-0.0625,320.75,-8.25,177.8125,-1
321.58,-1.39,-0.35,-9.41,-0.25,-0.1875,0.25,320.75,-8.25,177.8125,-1
322.22,-1.38,-0.32,-9.41,-0.1875,-0.625,0,320.6875,-8.375,177.8125,-1
322.86,-1.42,-0.3,-9.51,-0.125,-0.0625,0,320.6875,-9,178,-1
323.51,-1.48,-0.26,-9.42,0,0.1875,-0.125,320.6875,-9.125,178,-1
324.15,-1.49,-0.23,-9.41,0.25,-0.125,0,320.6875,-9.125,178,-1
324.8,-1.49,-0.25,-9.46,0,0.25,0.0625,320.6875,-9.125,178,-1
325.44,-1.44,-0.27,-9.47,0.1875,0.125,0.125,320.6875,-9.125,178,-1
326.08,-1.46,-0.25,-9.53,0.125,-0.0625,0.1875,320.6875,-9.125,178,-1
326.72,-1.45,-0.26,-9.43,0.625,0.5,0.0625,320.6875,-9.125,178,-1
327.36,-1.43,-0.28,-9.4,0.125,-0.3125,0.0625,320.6875,-8.8125,178,-1
328,-1.42,-0.26,-9.5,-0.0625,-0.125,0.0625,320.6875,-8.8125,178,-1
328.65,-1.43,-0.27,-9.51,-0.0625,-0.125,0,320.6875,-8.8125,178,-1
329.29,-1.37,-0.3,-9.47,0,1.375,-0.25,320.6875,-8.625,178,-1
329.93,-1.33,-0.33,-9.44,0,-0.5625,0.1875,320.6875,-8.5,178,-1
330.58,-1.41,-0.32,-9.47,0.25,-0.4375,0.125,320.6875,-8.5,178,-1
331.22,-1.39,-0.29,-9.42,0.375,0.5625,0.0625,320.6875,-8.5,178,-1
331.86,-1.12,-0.42,-9.57,1.25,3.3125,-0.8125,320.3125,-6.75,177.125,-1
332.5,-1.04,-0.46,-9.48,0.125,0,0.375,320.375,-6.3125,176.6875,-1
333.14,-1.23,-0.46,-9.4,0.75,-2.125,0.3125,320.6875,-7.0625,176.6875,-1
333.78,-1.28,-0.52,-9.45,0.0625,0,-0.125,320.6875,-7.3125,176.625,-1
334.42,-1.4,-0.44,-9.21,1.3125,0.25,-0.375,320.6875,-7.375,176.375,-1
335.06,-1.34,-0.53,-9.4,0.1875,-0.0625,-0.0625,320.625,-7.375,176.3125,-1
