accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,ground
-0.96,-0.49,-9.46,0.25,0.125,0,320.1875,-5.875,176.4375,0
-0.96,-0.49,-9.48,0.125,0.25,0.0625,320.1875,-5.875,176.4375,0
-0.96,-0.52,-9.54,0.1875,-0.0625,-0.0625,320.1875,-5.875,176.4375,0
-0.94,-0.51,-9.59,0,0,-0.0625,320.1875,-5.875,176.4375,0
-0.93,-0.48,-9.43,-0.125,-0.1875,-0.0625,320.1875,-5.875,176.4375,0
-0.97,-0.48,-9.46,0.0625,0,0,320.1875,-5.875,176.4375,0
-0.96,-0.51,-9.5,-0.1875,0,0.0625,320.1875,-5.875,176.4375,0
-0.94,-0.5,-9.56,0.0625,0.0625,0,320.1875,-5.875,176.4375,0
-0.96,-0.51,-9.48,-0.125,0.1875,0,320.1875,-5.875,176.4375,0
-0.94,-0.49,-9.51,0.1875,0.0625,0.0625,320.1875,-5.875,176.4375,0
-0.99,-0.48,-9.6,-1.5625,-2.375,0.6875,320.25,-6.125,176.5625,0
-1.15,-0.42,-9.34,-1.1875,-0.1875,0.5,320.4375,-7.25,176.5625,0
-1.21,-0.55,-9.53,-0.0625,0,0,320.625,-7.5,177.1875,-1
-1.3,-0.15,-9.58,-0.125,-1.9375,0.8125,320.75,-9.0625,178.6875,-1
-1.55,-0.14,-9.55,1.875,0.8125,-0.25,320.875,-9.75,179.125,-1
-1.45,-0.22,-9.67,-0.625,0.3125,-0.125,320.875,-9.3125,178.8125,-1
-1.47,-0.24,-9.46,-0.1875,-0.5,0.25,320.9375,-9.4375,178.8125,-1
-1.49,-0.14,-9.41,-0.0625,-0.4375,0.125,320.9375,-9.6875,178.875,-1
-1.52,-0.24,-9.42,0.0625,-0.1875,0.0625,320.9375,-9.625,178.875,-1
-1.43,-0.21,-9.49,0.3125,0.5625,-0.3125,320.9375,-9.0625,178.8125,-1
-1.32,-0.29,-9.53,-0.0625,0,0,320.875,-8.5,178.5625,-1
-1.35,-0.33,-9.39,-0.375,-0.3125,0,320.875,-8.5,178.5625,-1
-1.32,-0.28,-9.46,-0.1875,0.4375,-0.25,320.875,-8.75,178.5625,-1
-1.33,-0.24,-9.44,-0.125,-0.0625,-0.0625,320.875,-8.75,178.5625,-1
-1.34,-0.23,-9.51,0.1875,-0.0625,0.0625,320.875,-8.75,178.625,-1
-1.35,-0.26,-9.55,0,-0.1875,0,320.875,-8.75,178.625,-1
-1.36,-0.26,-9.45,0.125,0,-0.0625,320.875,-8.75,178.625,-1
-1.36,-0.23,-9.43,0.0625,0.125,0.0625,320.875,-8.75,178.625,-1
-1.36,-0.23,-9.46,-0.0625,-0.0625,0.125,320.875,-8.75,178.625,-1
-1.37,-0.26,-9.48,0,-0.125,0.0625,320.875,-8.75,178.625,-1
-1.4,-0.24,-9.5,0,-0.0625,0,320.875,-8.75,178.625,-1
-1.4,-0.24,-9.45,0.0625,0.125,0.0625,320.875,-8.75,178.625,-1
-1.37,-0.24,-9.46,0,-0.125,-0.0625,320.875,-8.75,178.625,-1
-1.37,-0.25,-9.48,0.125,0,-0.0625,320.875,-8.75,178.625,-1
-1.39,-0.25,-9.53,0,0,0.0625,320.875,-8.75,178.625,-1
-1.37,-0.22,-9.46,-0.0625,-0.125,0.0625,320.875,-8.75,178.625,-1
-1.36,-0.26,-9.47,-0.0625,0.1875,0,320.875,-8.75,178.625,-1
-1.42,-0.22,-9.48,-0.0625,-0.3125,0,320.875,-8.75,178.625,-1
-1.43,-0.22,-9.54,0.125,-0.25,0.125,320.875,-8.8125,178.625,-1
-1.47,-0.24,-9.44,-0.0625,0.0625,-0.0625,320.875,-8.8125,178.625,-1
-1.45,-0.22,-9.44,-0.1875,0,0,320.875,-8.8125,178.625,-1
-1.46,-0.22,-9.4,0.0625,0.1875,-0.0625,320.875,-8.8125,178.625,-1
-1.49,-0.23,-9.48,0.0625,-0.25,0.125,320.875,-8.8125,178.625,-1
-1.48,-0.23,-9.53,0.125,0.0625,-0.0625,320.875,-8.8125,178.625,-1
-1.46,-0.23,-9.5,0,0,-0.0625,320.875,-8.8125,178.625,-1
-1.45,-0.22,-9.43,0,-0.0625,0,320.875,-8.8125,178.625,-1
-1.46,-0.23,-9.47,0.125,0,-0.125,320.875,-8.8125,178.625,-1
-1.45,-0.22,-9.52,-0.0625,0,0.0625,320.875,-8.8125,178.625,-1
-1.45,-0.23,-9.46,0.0625,-0.125,0.0625,320.875,-8.8125,178.625,-1
-1.46,-0.2,-9.42,-0.1875,0.0625,0.0625,320.875,-8.8125,178.625,-1
-1.47,-0.22,-9.45,0.0625,-0.0625,-0.0625,320.875,-8.8125,178.625,-1
-1.46,-0.22,-9.49,0.125,-0.0625,0.0625,320.875,-8.8125,178.625,-1
-1.44,-0.21,-9.44,-0.1875,-0.0625,0,320.875,-8.8125,178.625,-1
-1.49,-0.24,-9.43,0,0,-0.0625,320.875,-8.8125,178.625,-1
-1.47,-0.23,-9.42,0.25,0,0,320.875,-8.8125,178.625,-1
-1.45,-0.22,-9.51,0.0625,-0.0625,-0.125,320.875,-8.8125,178.625,-1
-1.5,-0.23,-9.49,0,-0.0625,0,320.875,-8.8125,178.625,-1
-1.45,-0.21,-9.42,0,0.0625,-0.125,320.875,-8.8125,178.625,-1
-1.46,-0.21,-9.46,0.0625,0,0,320.875,-8.8125,178.625,-1
-1.46,-0.21,-9.47,-0.125,0.125,-0.0625,320.875,-8.8125,178.625,-1
-1.47,-0.24,-9.52,-0.125,0,0.0625,320.875,-8.8125,178.625,-1
-1.47,-0.2,-9.4,-0.0625,0.1875,0,320.875,-8.8125,178.625,-1
-1.44,-0.21,-9.44,-0.1875,0.125,0.125,320.875,-8.8125,178.625,-1
-1.45,-0.23,-9.5,0.125,-0.125,-0.0625,320.875,-8.8125,178.625,-1
-1.42,-0.24,-9.42,0.125,0.125,0,320.875,-8.8125,178.625,-1
-1.44,-0.22,-9.42,0.125,0,-0.0625,320.875,-8.8125,178.625,-1
-1.45,-0.23,-9.44,0.1875,-0.0625,0,320.875,-8.8125,178.625,-1
-1.45,-0.23,-9.49,0,0.0625,0,320.875,-8.8125,178.625,-1
-1.47,-0.23,-9.54,-0.0625,-0.125,0.0625,320.875,-8.8125,178.625,-1
-1.43,-0.26,-9.44,0.5,0.5,-0.25,320.875,-8.8125,178.5625,-1
-1.35,-0.42,-9.41,-0.1875,-1.8125,2.25,320.9375,-8.4375,177.875,-1
-1.41,-0.39,-9.4,0.5625,0.625,-0.3125,320.9375,-8.625,177.9375,-1
-1.4,-0.37,-9.55,-0.875,0.1875,-0.125,321,-8.625,177.8125,-1
-1.56,-0.23,-9.34,1.1875,-3.625,0.25,320.9375,-8.5,178.4375,-1
-1.4,-0.4,-9.26,0.3125,-0.25,-0.125,320.9375,-8.1875,178,0
-1.23,-0.34,-9.4,0.8125,-0.125,0.375,320.75,-7.4375,177.6875,0
-1.22,-0.43,-9.51,0.125,0.0625,-0.25,320.75,-7.4375,177.625,0
-1.24,-0.39,-9.54,-0.0625,0.0625,0.0625,320.75,-7.4375,177.625,0
-1.22,-0.4,-9.42,0.25,-0.0625,0.125,320.75,-7.4375,177.625,0
-1.23,-0.38,-9.45,-0.125,0.0625,0.0625,320.75,-7.4375,177.625,0
-1.19,-0.36,-9.49,0.125,0.25,-0.125,320.75,-7.4375,177.625,0
-1.2,-0.4,-9.5,0.0625,-0.125,0,320.75,-7.4375,177.625,0
-1.4,-0.38,-9.4,-0.6875,-0.6875,-0.0625,320.875,-8.375,177.5,0
-1.29,-0.36,-9.44,0.0625,-0.0625,-0.125,320.8125,-7.875,177.8125,0
-1.24,-0.37,-9.48,-0.1875,-0.0625,-0.0625,320.8125,-7.875,177.8125,0
-1.26,-0.38,-9.47,-0.1875,-0.0625,0.0625,320.8125,-7.875,177.8125,0
-1.25,-0.37,-9.52,0,-0.125,0.0625,320.8125,-7.875,177.8125,0
-1.25,-0.35,-9.53,0.0625,-0.0625,-0.0625,320.8125,-7.875,177.8125,0
