class,ground,next,command,,,,
right,right,back,right side,,                  ,,
back,back,left,back,,,,
left,left,stomach,left side,,,,
stomach,stomach,off,stomach,,,,
off,off,right,off the pillow,         ,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,, 
,,,,,,,
,,,,,,,
,,,,, ,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
,,,,,  ,,
