time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1543171569.7332344,-2.41,3.01,-9.03,-0.625,-0.0625,-0.25,112.375,-14.3125,-161.625,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,right
1543171570.3844376,-2.41,3.02,-9.03,-0.4375,2.0,0.3125,112.375,-14.3125,-161.625,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,right
1543171571.0312016,-2.36,3.1,-9.0,-0.25,-0.0625,-0.125,112.3125,-14.25,-161.0625,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,right
1543171571.6822178,-2.33,3.22,-8.81,-6.25,-0.4375,0.25,112.125,-14.1875,-160.0625,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,right
1543171572.333513,-2.17,5.27,-7.78,19.625,-10.875,2.25,110.125,-11.25,-146.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,right
1543171572.9810681,-2.29,3.58,-8.77,71.4375,17.125,-1.4375,111.875,-11.9375,-158.5625,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right
1543171573.6287217,-2.37,3.89,-9.01,-12.0,1.0625,0.3125,111.5,-13.1875,-155.625,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right
1543171574.2796745,-2.26,5.2,-7.68,-11.375,0.75,-0.0625,110.8125,-14.125,-147.3125,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,right
1543171574.926003,-2.39,5.05,-8.03,-0.875,1.875,0.375,110.5,-14.4375,-147.6875,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,right
1543171575.573727,-2.44,3.85,-8.5,14.5625,-0.1875,-0.3125,112.0625,-15.0,-156.4375,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,right
