time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1533758117,-3.05,-1.82,9.39,0.375,-0.25,0.25,0.875,-17.625,11.5,0,19,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,right
1533758117,-2.9,-1.89,9.14,0.875,0.1875,-0.25,0.6875,-17.5625,12.1875,0,23,0,0,0,0,29,0,0,9,0,0,0,0,0,0,0,6,0,0,right
1533758118,-2.23,-1.89,9.45,-4,1.9375,0.125,0.5,-13.5625,15.1875,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,7,0,0,right
1533758118,-3.32,-2.17,8.96,-1,-0.75,1.4375,1.9375,-19,12.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,right
1533758119,-3.39,-1.55,9.13,4,1.5625,-0.3125,1.8125,-19.875,11.5,0,0,0,0,0,0,0,22,20,22,0,0,14,0,29,0,7,11,0,0,right
1533758119,-3.3,-1.84,9.01,-0.5625,-0.5625,-0.0625,1.8125,-20,11.625,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,7,0,0,right
1533758120,-3.33,-1.82,9.02,0.1875,0.4375,-0.125,1.75,-20,11.6875,0,1,0,0,0,0,0,0,16,0,0,8,0,0,15,0,0,6,0,0,right
1533758121,-3.29,-1.82,8.97,-0.1875,-0.0625,-0.0625,1.75,-20,11.6875,0,1,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,8,0,0,right
1533758121,-3.35,-1.87,8.95,0.1875,-0.1875,0.125,1.75,-20,11.6875,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,right
1533758122,-3.3,-1.85,8.99,0.25,-0.1875,-0.1875,1.75,-20,11.6875,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,7,0,0,right
1533758123,-3.32,-1.81,9.01,0.0625,0.125,-0.0625,1.75,-20,11.6875,0,0,0,5,0,0,0,17,7,18,0,0,0,0,25,0,0,8,0,0,right
1533758123,-3.29,-1.79,8.9,0.125,0.0625,-0.0625,1.75,-20,11.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,right
1533758124,-3.32,-1.86,8.9,-0.125,-0.1875,0.125,1.75,-20,11.6875,0,4,0,0,0,0,14,19,7,17,0,0,0,0,18,0,0,6,0,0,right
1533758125,-3.28,-1.84,8.99,0.1875,-0.25,0.125,1.75,-20,11.75,0,0,0,0,0,0,0,4,10,12,0,0,0,0,15,0,0,9,0,0,right
1533758125,-3.31,-1.83,9,0.125,-0.0625,0,1.75,-20,11.75,0,0,0,0,0,0,0,14,0,14,0,0,0,0,14,0,0,8,0,0,right
1533758126,-3.31,-1.84,9.03,-0.25,-0.0625,-0.0625,1.75,-20,11.75,0,0,0,0,0,0,13,17,0,0,0,0,13,0,30,0,0,0,8,0,right
1533758127,-3.32,-1.83,8.99,0.125,-0.1875,0.125,1.75,-20,11.75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,7,0,0,right
1533758127,-3.28,-1.86,8.95,0.0625,0.25,0,1.75,-20,11.8125,0,0,0,0,0,0,7,0,18,18,0,0,0,0,16,0,0,7,0,0,right
1533758128,-3.29,-1.88,9.04,0.375,-0.1875,0.0625,1.75,-20,11.8125,0,0,0,0,0,0,0,11,0,15,0,0,0,0,17,0,0,7,0,0,right
1533758128,-3.28,-1.85,9.02,0.125,-0.3125,0.0625,1.75,-20,11.8125,0,0,0,0,0,0,0,14,0,14,0,12,0,0,0,0,0,0,0,0,right
1533758129,-3.27,-1.82,9.02,-0.25,0.125,0.0625,1.75,-20,11.8125,0,0,0,0,0,0,0,16,0,15,0,13,11,0,16,0,0,15,0,0,right
1533758130,-3.3,-1.86,8.94,-0.125,0.125,-0.0625,1.75,-20,11.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,right
1533758130,-3.29,-1.84,8.96,0.0625,-0.25,-0.0625,1.75,-20,11.8125,0,0,0,0,0,0,28,17,0,14,0,13,0,0,17,0,0,8,0,0,right
1533758131,-3.29,-1.87,9.01,0.25,-0.1875,0,1.75,-20,11.8125,0,0,0,0,0,0,22,0,0,0,5,13,0,0,15,0,0,9,0,0,right
1533758132,-3.28,-1.84,9,-0.125,0.0625,0,1.75,-20,11.8125,0,0,0,0,0,0,0,16,0,17,0,10,0,0,15,0,0,9,0,0,right
1533758132,-3.34,-1.87,8.99,0,-0.125,0,1.75,-20,11.8125,0,0,0,0,0,0,0,15,0,17,0,11,16,0,23,12,0,15,0,0,right
1533758133,-3.27,-1.82,8.92,-0.0625,-0.1875,-0.0625,1.75,-20,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,right
1533758134,-3.28,-1.81,8.95,0.125,0.125,0.125,1.75,-20,11.75,0,0,0,0,0,0,10,15,0,24,0,17,20,0,23,0,0,29,0,9,right
1533758134,-3.29,-1.84,9.13,-0.0625,0.0625,0.1875,1.75,-20,11.75,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,right
1533758135,-3.29,-1.86,9.01,0.5625,0,-0.125,1.75,-20,11.75,0,2,0,0,0,0,18,17,0,19,0,0,0,0,16,0,0,7,0,0,right
1533758136,-3.28,-1.82,9.02,-0.375,0,0.25,1.75,-20,11.75,0,0,0,0,0,0,12,16,0,17,0,13,0,0,16,0,0,10,9,0,right
1533758136,-3.32,-1.86,9.02,0.125,-0.0625,0,1.75,-20,11.75,0,0,0,0,0,0,11,17,0,17,0,11,0,0,0,0,0,0,0,0,right
1533758137,-3.29,-1.83,8.89,0,0.0625,-0.0625,1.75,-20,11.75,0,0,0,0,0,0,17,25,26,27,0,14,24,0,31,0,0,30,0,0,right
1533758137,-3.27,-1.89,8.95,0.25,0,-0.0625,1.75,-19.9375,11.875,0,0,0,0,0,0,3,31,1,15,0,14,0,0,0,0,0,9,0,0,right
1533758138,-3.28,-1.87,9,-0.1875,0,0.0625,1.75,-19.9375,11.875,0,6,0,0,0,0,20,37,14,19,0,10,0,0,17,0,0,8,0,0,right
1533758139,-3.26,-1.92,9.1,-1.9375,-1.5625,-0.6875,1.6875,-19.875,12,0,0,0,0,0,0,0,14,0,17,0,10,0,0,16,0,0,8,0,0,right
1533758139,-2.93,-2.33,8.86,6,0.6875,0.4375,0.5,-17.4375,14.3125,0,0,0,0,0,0,0,13,0,14,0,0,0,0,14,0,0,9,35,0,right
1533758140,-2.88,-2.06,9,1.5,0.6875,-0.75,0.75,-17.875,13.3125,0,3,0,0,0,0,19,14,0,17,0,0,0,0,16,0,0,9,9,7,right
1533758141,-2.96,-2.13,9.06,-0.0625,-0.25,0.0625,0.8125,-17.75,13.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,right
1533758141,-2.96,-2.09,9.07,-0.0625,0,0.0625,0.8125,-17.75,13.125,0,2,0,0,0,0,17,25,23,31,0,0,0,0,0,0,0,0,0,0,right
1533758142,-2.97,-2.13,9.07,-0.125,0.125,0.125,0.8125,-17.75,13.125,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,right
1533758143,-2.95,-2.11,9.06,0.1875,-0.0625,-0.25,0.8125,-17.75,13.125,0,0,0,0,0,0,10,14,0,15,0,0,0,0,0,0,0,7,0,0,right
1533758143,-2.95,-2.05,9,0.125,0.125,0.1875,0.8125,-17.75,13.125,0,3,0,0,0,0,12,16,0,18,0,0,0,0,17,0,0,10,0,0,right
1533758144,-2.96,-2.04,9.11,0.3125,0.1875,-0.0625,0.8125,-17.75,13.125,0,3,0,0,0,0,11,7,0,7,0,0,0,0,0,0,0,0,0,0,right
1533758145,-3.03,-2.04,9.09,0.75,0.6875,-0.25,0.8125,-17.8125,13.0625,0,2,0,0,0,0,14,21,28,52,0,33,39,0,26,0,0,31,0,0,right
1533758145,-2.99,-2,9.07,-0.375,-0.0625,0,0.8125,-17.8125,13,0,0,0,4,0,0,0,0,0,22,0,24,12,0,17,0,0,9,0,0,right
1533758146,-2.97,-2.01,9.06,0,0,-0.125,0.8125,-17.8125,13,0,0,0,0,0,0,20,17,12,21,0,24,13,0,17,0,0,10,0,0,right
1533758146,-2.97,-2.01,8.91,-0.5,0.1875,0,0.8125,-17.8125,13,0,4,0,0,0,0,0,14,0,18,0,25,0,0,17,0,0,12,0,0,right
1533758153,-2.94,-1.96,9.11,-0.3125,-0.375,-0.125,0.8125,-17.875,13,0,2,0,0,0,0,14,15,0,0,0,14,0,0,0,0,0,8,0,0,right
1533758153,-2.97,-2,9.1,0.1875,-0.0625,-0.125,0.8125,-17.875,13,0,2,0,0,0,0,14,20,23,29,0,25,24,0,23,3,0,16,0,0,right
1533758153,-3.06,-1.81,9.08,2.75,0.4375,0,0.875,-17.875,12.6875,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,8,0,0,right
1533758153,-3.31,-0.98,9,-12.3125,-14.6875,3.3125,2.0625,-20.8125,9.8125,0,20,0,0,0,0,9,16,0,15,0,36,0,0,13,0,0,67,0,0,back
1533758153,-2.5,-2.09,9.34,1.25,-5.6875,-2.375,359.25,-15.3125,13.5,0,0,0,3,0,0,0,12,0,15,0,0,0,0,15,0,0,22,0,8,back
1533758153,-2.77,-1.86,9.35,1.4375,0.5,0.875,359.6875,-16.6875,12.4375,0,0,0,0,0,0,0,15,0,16,0,0,0,0,15,0,0,27,12,9,back
1533758153,-2.75,-2.08,9.08,-0.5,-0.125,-0.3125,359.625,-16.6875,12.75,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,12,0,back
1533758155,-2.81,-1.87,9.12,1.375,-1.125,0.3125,359.6875,-16.5625,12.4375,0,0,0,0,0,0,0,15,15,18,0,0,0,0,19,0,0,37,0,0,back
1533758156,-2.65,-1.89,9.19,-0.125,0.5625,0.1875,359.625,-16,12.25,0,0,0,0,9,0,0,15,14,20,0,0,0,0,19,0,0,40,12,0,back
1533758156,-2.63,-1.75,9.1,-0.125,-0.375,-0.0625,359.5625,-15.8125,12.375,0,0,0,0,0,0,0,23,16,21,0,0,0,0,19,0,0,30,14,0,back
1533758157,-2.59,-1.97,9.22,-0.25,0.3125,0.4375,359.625,-15.8125,12.1875,0,0,0,0,0,0,0,16,17,19,0,0,0,0,20,0,0,41,13,18,back
1533758157,-2.73,-2.02,9.2,-0.5,-0.1875,-0.1875,359.625,-16,12.3125,0,0,0,0,0,0,0,17,17,20,0,0,0,0,28,0,0,39,24,20,back
1533758158,-2.71,-2,9.36,-0.9375,-0.8125,-0.125,359.6875,-16.375,12.375,0,0,0,0,0,0,0,2,13,0,0,0,0,0,22,0,0,46,11,0,back
1533758159,-2.86,-1.95,9.08,0.0625,-1.125,0.125,359.6875,-16.75,12.5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0,0,back
1533758159,-2.81,-1.99,9.15,0.125,0.6875,-0.4375,359.75,-16.75,12.4375,0,0,4,0,0,0,0,17,16,21,0,0,0,0,21,0,0,48,14,10,back
1533758160,-2.86,-1.97,9.07,-0.0625,0.375,0.125,359.75,-16.875,12.4375,0,0,0,0,10,0,0,16,18,21,0,0,13,0,21,0,0,41,14,10,back
1533758161,-2.82,-1.96,8.99,-0.125,0.625,0.125,359.75,-16.8125,12.4375,0,0,0,0,0,0,0,22,27,30,0,0,18,0,20,0,0,57,15,13,back
1533758161,-2.82,-1.96,9.03,0.1875,-0.125,0,359.75,-16.75,12.4375,0,0,0,6,0,0,0,18,19,23,0,0,12,0,24,0,0,39,15,12,back
1533758162,-2.85,-1.98,8.99,-0.0625,-0.125,-0.125,359.75,-16.75,12.4375,0,0,0,0,0,0,0,17,17,21,0,0,0,0,0,0,0,39,0,0,back
1533758163,-2.86,-1.96,9.03,-0.25,0,0,359.75,-16.75,12.4375,0,0,0,0,0,0,0,17,17,22,0,0,0,0,0,0,0,24,0,0,back
1533758163,-2.84,-1.96,9.02,-0.1875,-0.125,0.125,359.75,-16.75,12.4375,0,0,0,0,0,0,0,19,18,25,0,0,12,0,23,0,0,40,12,10,back
1533758164,-2.8,-1.95,9.08,-0.25,0,-0.0625,359.75,-16.75,12.4375,0,0,0,0,0,0,0,19,19,26,0,0,14,0,25,0,0,40,14,10,back
1533758165,-2.8,-1.97,9.08,0.4375,0.125,0.125,359.75,-16.9375,12.375,0,0,0,0,11,0,1,27,46,39,0,0,15,0,36,0,0,35,40,6,back
1533758165,-2.88,-1.96,9.16,0,0.375,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,17,20,26,0,0,14,0,28,0,0,48,42,20,back
1533758166,-2.88,-1.97,9.14,-0.125,0.0625,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,38,43,0,0,14,0,24,0,0,44,16,13,back
1533758167,-2.85,-1.94,9.11,0.0625,0,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,40,0,0,back
1533758167,-2.85,-1.95,9.13,0.0625,-0.3125,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,36,0,0,back
1533758168,-2.85,-1.95,9.05,-0.0625,0.125,-0.1875,359.75,-17.0625,12.375,0,0,0,0,0,0,0,19,20,25,0,0,16,0,14,0,0,36,8,0,back
1533758168,-2.84,-1.94,9.08,0.1875,0,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,21,24,0,0,15,0,25,0,0,43,16,12,back
1533758169,-2.84,-1.95,9,0.0625,-0.0625,-0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,20,25,0,0,14,0,26,0,0,41,0,0,back
1533758170,-2.83,-1.96,9.01,-0.125,-0.0625,0,359.75,-17.0625,12.375,0,2,0,0,16,0,0,27,24,39,0,0,24,0,22,0,0,32,19,12,back
1533758170,-2.85,-1.94,9.14,-0.125,0.3125,-0.125,359.75,-17.0625,12.375,0,0,0,3,0,0,0,25,30,28,0,0,22,0,30,0,0,42,17,15,back
1533758171,-2.83,-1.97,9.08,-0.0625,0.0625,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,19,30,42,0,0,24,0,45,0,0,52,21,41,back
1533758172,-2.84,-1.97,9.13,0.1875,0.0625,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,22,27,0,0,15,0,28,0,0,43,18,13,back
1533758172,-2.86,-1.96,9.11,0,0,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,0,20,26,0,0,15,0,28,0,0,42,16,14,back
1533758173,-2.85,-2,9.08,0,-0.25,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,16,11,13,0,0,10,0,22,0,0,29,16,16,back
1533758174,-2.85,-1.97,9.14,-0.3125,-0.0625,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,23,0,22,0,0,0,0,8,0,0,24,16,13,back
1533758174,-2.86,-1.95,9.1,0,-0.1875,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,18,0,2,0,0,13,0,11,0,0,21,9,0,back
1533758175,-2.85,-1.94,9.09,0.375,0.125,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,21,24,28,0,0,16,0,29,0,0,41,17,13,back
1533758176,-2.85,-1.94,9.08,0.0625,-0.125,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,22,22,27,0,0,15,0,16,0,0,41,15,0,back
1533758176,-2.84,-1.96,9.1,0,-0.25,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,21,26,0,0,12,0,0,0,0,37,0,0,back
1533758177,-2.84,-1.95,9,-0.1875,-0.0625,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,20,10,0,0,0,0,9,0,0,34,0,3,back
1533758178,-2.86,-1.94,9.05,0.0625,0.0625,0,359.75,-17.0625,12.375,0,5,0,0,15,0,0,25,26,33,0,0,37,0,35,0,0,52,17,14,back
1533758178,-2.84,-1.96,9.11,0,-0.0625,-0.0625,359.75,-17.0625,12.375,0,0,0,6,0,0,0,43,30,40,0,0,0,0,42,0,0,46,19,7,back
1533758179,-2.84,-1.95,9.09,0.125,-0.0625,-0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,20,24,28,0,0,18,0,37,0,0,59,23,24,back
1533758180,-2.85,-1.96,9.15,0,0.0625,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,22,22,26,0,0,16,0,30,0,0,42,19,14,back
1533758180,-2.83,-1.95,9.14,-0.125,0.25,0,359.75,-17.0625,12.375,0,0,0,0,0,0,0,0,13,10,0,0,0,0,24,0,0,45,16,14,back
1533758181,-2.84,-1.94,9.07,-0.125,0.0625,0,359.75,-17.0625,12.375,0,0,0,0,13,0,0,21,23,28,0,0,16,0,30,0,0,42,15,0,back
1533758181,-2.84,-1.96,9.13,0,0.0625,-0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,21,23,28,0,0,8,0,18,0,0,27,0,0,back
1533758182,-2.85,-1.98,9.09,-0.0625,0.0625,0.125,359.75,-17.0625,12.375,0,0,0,0,0,0,0,21,23,28,0,0,17,0,30,0,0,43,10,0,back
1533758183,-2.84,-1.99,9.07,-0.25,0.0625,-0.0625,359.75,-17.0625,12.375,0,6,0,0,23,0,0,13,24,36,0,0,17,0,31,0,0,39,18,14,back
1533758190,-2.83,-2,8.98,-0.0625,0.0625,-0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,21,23,27,0,0,14,0,16,0,0,33,0,0,back
1533758190,-2.87,-1.99,9.02,0.0625,0,-0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,21,24,28,0,0,16,0,30,0,0,44,14,0,back
1533758190,-2.82,-1.97,9.02,0.125,-0.3125,0.0625,359.75,-17.0625,12.375,0,0,0,0,0,0,0,29,31,26,0,0,0,0,37,0,0,53,24,17,back
1533758190,-2.69,-1.98,9.45,-7.8125,-12.3125,-0.75,359.6875,-16.125,12.5625,0,0,0,6,0,0,0,21,31,57,0,0,18,0,44,0,0,21,18,19,back
1533758190,-1.29,-3.22,8.65,11.3125,5.125,0.75,358.5,-8.125,19.75,0,0,0,0,0,0,0,0,13,18,0,0,0,0,17,0,0,11,0,0,left
1533758190,-1.74,-2.25,8.73,-1,-2.6875,-0.75,359,-8.8125,14.1875,0,0,0,0,0,0,0,0,0,14,0,0,0,0,21,0,0,17,15,16,left
1533758190,0.04,-2.74,9.44,2.75,-12.4375,0,357.875,-1.75,14.625,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,left
1533758190,0.28,-2.54,9,2.4375,-21,-3.4375,357.8125,1.8125,14.6875,0,0,0,0,9,0,0,0,22,38,0,0,0,0,24,0,0,8,20,5,left
1533758190,-0.13,-2.95,8.92,-0.875,-37.5,2.625,357.9375,-2.8125,17.8125,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,10,0,0,left
1533758190,0.28,-2.61,9.12,1.6875,-3.8125,0.9375,357.1875,1.5625,16.8125,0,0,0,0,12,0,0,0,3,32,0,0,0,0,8,0,0,11,0,10,left
1533758190,0.46,-2.85,9.33,-5.0625,0.25,-0.875,357.375,2.875,17.1875,0,0,0,0,0,0,0,0,11,0,0,0,0,0,39,0,0,10,0,0,left
1533758191,0.5,-2.76,9.19,0.4375,-0.875,0.0625,357.4375,2.5,17.1875,0,0,0,0,0,0,0,0,0,29,0,0,0,0,53,0,0,10,0,12,left
1533758191,0.34,-2.83,9.1,-0.5625,-0.4375,0,357.5,2.375,17.375,0,0,0,0,0,0,0,0,13,26,0,0,0,0,20,0,0,11,0,10,left
1533758192,0.38,-2.88,9.09,-0.3125,-0.1875,0,357.5,2.375,17.375,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,10,0,0,left
1533758192,0.39,-2.85,9.09,0.0625,-0.25,0,357.5,2.375,17.375,0,0,0,0,0,0,0,0,0,27,0,0,0,0,21,0,0,12,0,23,left
1533758193,0.37,-2.84,9.16,0.1875,-0.1875,-0.125,357.5,2.375,17.375,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,left
1533758194,0.37,-2.87,9.11,0.0625,-0.0625,0.0625,357.5,2.375,17.375,0,0,0,0,0,0,0,0,14,40,0,0,0,0,32,0,0,10,7,21,left
1533758194,0.39,-2.85,9.13,0.125,0.0625,0.1875,357.5,2.375,17.375,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,11,0,0,left
1533758195,0.39,-2.84,9.02,0.0625,-0.0625,0,357.5,2.375,17.375,0,0,0,0,24,0,0,0,20,21,0,0,6,0,25,0,0,11,0,17,left
1533758196,0.38,-2.84,9.17,0.125,0.0625,0,357.5,2.375,17.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,33,left
1533758196,0.39,-2.81,9.13,0.125,0.25,0.125,357.5,2.375,17.3125,0,0,0,0,0,0,0,0,8,43,0,0,0,0,25,0,0,10,0,17,left
1533758197,0.38,-2.84,9.11,-0.125,-0.125,0.0625,357.5,2.375,17.3125,0,0,0,6,0,0,0,0,20,48,0,0,0,0,28,0,0,10,0,18,left
1533758198,0.38,-2.83,9.15,0,-0.3125,-0.0625,357.5,2.375,17.3125,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,11,7,15,left
1533758198,0.4,-2.82,9.11,0.375,-0.4375,-0.25,357.5,2.4375,17.3125,0,0,3,0,31,0,0,0,16,76,0,0,0,0,27,0,0,5,0,0,left
1533758199,0.41,-2.87,9.16,-0.25,0.125,0.0625,357.5,2.4375,17.3125,0,0,0,0,0,0,0,0,10,63,0,0,0,0,28,0,0,5,1,29,left
1533758200,0.41,-2.85,9.17,0.125,0.125,0.0625,357.5,2.4375,17.3125,0,0,0,0,24,0,0,0,21,86,0,0,0,0,32,0,0,12,0,25,left
1533758200,0.41,-2.8,9.1,-0.125,-0.1875,0.0625,357.5,2.4375,17.3125,0,0,0,0,0,0,0,0,19,95,0,0,0,0,31,0,0,10,0,23,left
1533758201,0.37,-2.87,9.13,0,0.0625,0.0625,357.5,2.4375,17.3125,0,0,0,0,13,0,0,0,18,111,0,0,0,0,31,0,0,10,10,22,left
1533758201,0.39,-2.86,9.01,-0.375,0.1875,0.0625,357.5,2.4375,17.3125,0,0,0,0,0,0,0,0,20,120,0,0,0,0,31,0,0,12,12,25,left
1533758202,0.39,-2.83,9.15,0,0.25,0.0625,357.5,2.4375,17.3125,0,0,0,0,14,0,0,0,19,129,0,0,0,0,32,0,0,10,0,27,left
1533758203,0.38,-2.87,9.18,0.0625,-0.0625,0.125,357.5,2.4375,17.3125,0,0,0,0,14,0,0,0,20,136,0,0,0,0,37,0,0,9,10,27,left
1533758203,0.39,-2.88,9.14,0,0.0625,0,357.5,2.4375,17.3125,0,0,0,0,12,0,0,0,22,136,0,0,0,0,32,0,0,6,0,22,left
1533758204,0.39,-2.84,9.1,0,-0.125,0,357.5,2.4375,17.3125,0,0,0,0,8,0,0,7,32,99,0,0,9,0,53,0,0,10,0,26,left
1533758205,0.4,-2.86,9.05,0,0.125,-0.125,357.5,2.4375,17.3125,0,0,0,0,10,0,0,0,27,169,0,0,12,0,34,0,0,10,0,27,left
1533758205,0.38,-2.89,9.17,-0.0625,-0.0625,-0.0625,357.5,2.375,17.3125,0,0,0,0,0,0,0,0,20,141,0,0,0,0,30,0,0,10,0,25,left
1533758206,0.39,-2.85,9.1,-0.1875,-0.0625,-0.0625,357.5,2.375,17.3125,0,0,0,0,0,0,0,0,20,149,0,0,0,0,31,0,0,10,12,28,left
1533758207,0.38,-2.86,9.1,0,-0.4375,-0.125,357.5,2.375,17.3125,0,0,0,0,0,0,0,0,20,145,0,0,0,0,41,0,0,8,0,30,left
1533758207,0.33,-2.94,9,0.3125,-0.375,0.125,357.5,2.1875,17.4375,0,0,0,0,15,0,0,0,20,146,0,0,0,0,11,0,0,10,14,24,left
1533758208,0.33,-2.88,9.06,-0.25,0.0625,0.125,357.5,2.1875,17.4375,0,0,3,0,12,0,0,0,17,195,0,0,0,0,42,0,0,9,0,47,left
1533758209,0.26,-3.11,8.93,1.9375,-0.5,-0.25,358.0625,1.125,18.4375,0,0,0,0,0,0,0,0,0,62,0,0,0,0,9,0,0,10,0,19,left
1533758209,0.16,-3.02,9.02,0.6875,-0.75,0.3125,357.9375,1.1875,18.125,0,0,0,0,13,0,0,0,14,117,0,0,0,0,25,0,0,10,0,43,left
1533758210,0.23,-3.01,9,-0.4375,-0.4375,0.375,357.9375,1.4375,18.3125,0,0,0,0,0,0,0,0,16,126,0,0,0,0,26,0,0,8,0,56,left
1533758210,0.2,-3.06,9.06,0.75,0.5,0.125,357.875,1.4375,18.375,0,0,0,0,0,0,0,0,6,101,0,0,0,0,51,0,0,5,9,42,left
1533758211,0.33,-2.97,9.17,1.25,-1.1875,0.125,357.75,2.125,18.0625,0,0,0,0,0,0,0,0,19,144,0,0,0,0,31,0,0,9,0,30,left
1533758212,0.36,-2.97,9.12,-0.125,-0.125,0.1875,357.6875,2.1875,17.9375,0,0,0,0,0,0,0,0,0,91,0,0,0,0,43,0,0,9,0,29,left
1533758212,0.35,-2.94,9.07,0.1875,-0.1875,-0.125,357.6875,2.1875,17.9375,0,0,0,0,25,0,0,7,38,142,0,0,0,0,27,0,0,9,10,31,left
1533758213,0.39,-2.91,9.08,0.6875,-1.1875,-0.0625,357.6875,2.4375,17.6875,0,0,0,0,14,0,0,0,18,142,0,0,0,0,29,0,0,9,0,32,left
1533758214,0.46,-2.88,9.12,-0.0625,0.1875,-0.0625,357.625,2.625,17.625,0,0,0,0,0,0,0,0,0,152,0,0,0,0,41,0,0,12,0,31,left
1533758214,0.43,-2.9,9.12,-0.0625,-0.0625,-0.125,357.625,2.625,17.625,0,0,0,0,0,0,0,0,21,131,0,0,0,0,28,0,0,10,0,34,left
1533758215,0.41,-2.9,9.17,0.0625,0,-0.0625,357.625,2.625,17.625,0,0,0,0,0,0,0,0,19,152,0,0,0,0,29,0,0,9,0,33,left
1533758216,0.42,-2.92,9.05,-0.125,0.125,0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,19,150,0,0,0,0,29,0,0,9,10,34,left
1533758216,0.43,-2.91,9.05,0,0.0625,-0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,20,153,0,0,0,0,25,0,0,4,14,30,left
1533758217,0.41,-2.9,9.11,-0.1875,0.1875,-0.125,357.625,2.625,17.625,0,0,0,0,13,0,0,0,18,159,0,0,0,0,34,0,0,6,0,43,left
1533758218,0.4,-2.87,9.1,-0.3125,0.4375,0.0625,357.625,2.625,17.625,0,0,0,0,14,0,0,0,6,119,0,0,0,0,29,0,0,9,10,32,left
1533758218,0.42,-2.92,9.09,-0.4375,0.0625,-0.125,357.625,2.625,17.625,0,8,0,0,4,0,0,0,24,186,0,0,3,0,28,0,0,9,0,33,left
1533758219,0.39,-2.91,9.01,0.0625,-0.0625,0,357.625,2.625,17.625,0,0,0,0,2,0,0,0,7,151,0,0,0,0,29,0,0,9,0,35,left
1533758219,0.42,-2.93,9.03,-0.4375,0.1875,0.0625,357.625,2.625,17.5625,0,0,0,0,16,0,0,0,20,162,0,0,0,0,30,0,0,9,0,36,left
1533758220,0.4,-2.9,9.1,0.25,0,0.125,357.625,2.625,17.5625,0,0,0,0,14,0,0,0,19,162,0,0,0,0,30,0,0,9,0,36,left
