time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852424,2.72,5.99,7.32,-0.125,0,0.1875,358.625,16.25,-39.4375,0.05,0,10,20,57,39,3,3,191,103,121,3,0,34,189,128,4,0,9,0,11,right
1531852425,2.78,6.05,7.38,0.125,0.1875,0,358.625,16.25,-39.4375,0.05,0,10,20,66,40,1,1,195,105,106,4,0,45,195,141,5,0,8,0,2,right
1531852429,2.7,5.98,7.35,0.125,0,0.0625,358.625,16.25,-39.4375,0.05,0,15,35,49,40,6,0,203,133,106,4,5,45,181,141,6,0,9,1,2,back
1531852430,2.74,5.97,7.22,-0.125,-0.125,0,358.625,16.25,-39.4375,0.05,0,9,21,67,41,2,1,201,107,108,6,0,61,209,150,4,0,12,0,1,back
1531852430,2.55,5.49,7.56,-2.0625,6.875,-1.3125,357.6875,15.375,-36.25,0.05,0,15,15,54,39,1,2,190,107,111,6,0,49,204,149,6,0,8,1,0,back
1531852430,2.42,5.96,7.61,-1.875,9.625,-3.0625,357.9375,13.1875,-36.5625,0.05,0,11,23,56,41,2,0,177,113,113,5,0,53,199,151,8,0,12,0,0,back
1531852430,4.71,3.63,6.75,-72.1875,-20.3125,52.625,352.75,29.8125,-27.875,0.05,0,9,6,13,11,0,0,69,24,29,0,0,9,77,39,1,0,9,2,3,back
1531852430,5.36,3.27,7.51,4.75,1.0625,-2.875,351.1875,33,-22.4375,0.04,0,7,4,3,0,0,0,56,8,26,0,0,0,32,21,0,0,7,0,7,back
1531852430,4.31,5.57,6.83,4.125,1.3125,-5.3125,352.1875,26.8125,-39.3125,0.05,0,7,12,60,24,2,2,173,77,79,3,0,51,213,119,4,0,9,1,2,back
1531852430,3.43,5.94,7.02,2.25,1.8125,-2.4375,353.625,21.1875,-39.8125,0.05,0,10,36,64,34,7,0,193,98,80,3,0,40,193,114,4,0,11,0,0,back
1531852431,4.32,5.61,6.13,2.125,27.375,-13.5625,352.125,29,-42.1875,0.04,0,15,8,45,35,0,0,123,84,57,6,0,44,178,104,4,0,8,0,2,back
1531852431,3.32,6.13,6.93,0.25,-0.9375,0.4375,353.6875,20.25,-41.5,0.04,0,12,26,59,32,1,1,173,92,86,3,0,46,160,103,4,0,9,0,2,back
1531852432,3.31,6.08,6.93,-0.125,-0.0625,0.1875,353.6875,20.25,-41.5,0.04,0,10,30,61,35,1,1,180,97,88,4,0,46,167,107,4,0,8,0,3,back
1531852433,4.11,6.02,6.46,-0.0625,-2.625,1.8125,352.4375,25,-42.625,0.04,0,10,19,69,31,1,1,139,85,76,3,0,32,189,116,4,0,7,0,1,back
1531852433,3.99,6.07,6.26,-1.9375,-1.8125,1.875,352.8125,24,-42.375,0.04,0,8,23,79,59,2,1,187,109,90,4,1,61,185,107,1,0,9,0,0,back
1531852434,3.8,5.93,6.32,3.9375,-10.5,5.75,352.625,23.3125,-42.3125,0.04,0,7,26,67,36,1,0,148,77,66,4,0,51,195,114,5,0,6,1,4,back
1531852435,3.8,6.1,6.71,-0.375,2.3125,-1.4375,353.0625,22.5625,-42.625,0.04,0,10,27,66,38,1,1,188,105,90,5,0,54,191,122,5,0,8,0,3,back
1531852435,3.71,6.11,6.71,-0.125,0.3125,-0.125,353.125,21.75,-42.4375,0.04,0,10,28,69,37,1,3,167,79,85,2,1,54,192,124,5,0,8,0,0,back
