time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-2.4,-1,9.26,1.9375,-7.6875,-0.25,2,-14.5,6.1875,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.69,-2.34,9.27,-13.0625,-12.9375,1.1875,358.9375,-3.4375,12.25,0,0,0,0,0,0,0,0,26,25,0,0,0,0,22,0,0,0,8,16,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.63,-1.72,9.66,9.5,-7.125,-1.4375,1,-3.4375,11.6875,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,5,16,7,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.59,-0.73,9.79,7.125,0,-0.875,2.0625,-3.0625,5.1875,0,0,0,17,0,0,0,0,21,11,0,0,0,0,0,0,0,8,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.41,-0.76,9.98,2.125,4.9375,-0.625,2,-2.4375,6,0,0,0,28,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.23,-1.23,9.7,0.3125,2.5,-0.3125,1.9375,-1.6875,7.8125,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471793,-0.37,-1.24,9.61,1.3125,2.9375,0.1875,2,-2,7.75,0,0,0,40,0,0,0,5,31,26,0,0,0,0,25,14,0,0,12,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471794,-0.52,-1.09,9.74,4.4375,3.3125,-0.9375,2.125,-3.1875,6.875,0,3,0,26,0,0,0,0,22,21,0,0,0,0,12,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471794,-1.15,-0.77,9.49,-3.4375,-3.0625,0.5,3.25,-6.8125,4.875,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471795,-1.11,-1.03,9.51,-1.125,-0.75,0,2.875,-6.4375,6.5,0,0,0,17,0,0,0,0,18,13,0,0,0,0,11,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471796,-0.85,-1.03,9.69,0,-2,0.0625,2.75,-5.4375,7.125,0,0,0,26,9,0,0,7,39,23,0,0,0,0,24,0,0,12,0,11,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471796,-0.75,-1.35,9.4,0.1875,0.625,-0.0625,2.5625,-4.125,8.25,0,0,0,44,0,0,0,0,30,11,0,0,0,0,12,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471797,-0.71,-1.31,9.6,0.9375,0.5625,0.0625,2.625,-4.375,8.125,0,0,0,40,0,0,0,0,21,7,0,0,0,0,0,0,0,10,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471798,-0.76,-1.27,9.66,0.3125,-0.0625,-0.3125,2.625,-4.375,8.0625,0,0,0,32,0,0,0,0,20,12,0,0,0,0,14,0,0,12,10,20,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471798,-0.77,-1.28,9.63,0.0625,0.125,0,2.625,-4.375,8.0625,0,0,0,28,0,0,0,0,20,13,0,0,0,0,13,0,0,11,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471799,-0.78,-1.28,9.61,-0.125,-0.25,-0.0625,2.625,-4.375,8.0625,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471800,-0.75,-1.28,9.48,0.0625,-0.3125,-0.0625,2.625,-4.375,8.0625,0,0,0,34,11,0,0,0,31,16,0,0,18,0,21,0,0,0,2,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471801,-0.75,-1.26,9.62,-0.25,-0.25,0,2.625,-4.375,8.0625,0,3,0,33,11,0,0,0,32,28,0,0,0,0,0,0,0,17,10,10,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471801,-0.75,-1.27,9.61,0.375,-0.125,0,2.625,-4.375,8.0625,0,0,0,32,0,0,0,0,22,12,0,0,0,0,14,0,0,13,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471802,-0.76,-1.28,9.55,0.0625,0.125,-0.125,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,21,12,0,0,0,0,14,0,0,11,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471803,-0.77,-1.25,9.62,0.25,0.125,0.125,2.625,-4.375,8.0625,0,0,0,34,0,0,0,0,31,26,0,0,0,0,23,0,0,14,13,13,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471803,-0.73,-1.29,9.61,-0.1875,-0.6875,0,2.625,-4.375,8.0625,0,0,0,33,0,0,0,0,28,7,0,0,0,0,0,0,0,9,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471804,-0.77,-1.27,9.58,0.25,-0.1875,-0.0625,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,32,25,0,0,0,0,24,0,0,9,12,16,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471805,-0.75,-1.27,9.57,0,0.1875,-0.0625,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471805,-0.74,-1.26,9.64,0.25,-0.0625,-0.125,2.625,-4.375,8.0625,0,4,0,39,0,0,0,0,0,10,0,0,0,0,13,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471806,-0.74,-1.3,9.6,-0.0625,-0.0625,-0.0625,2.625,-4.375,8.0625,0,4,0,44,19,0,0,10,34,26,0,0,4,0,18,0,0,20,0,12,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471807,-0.75,-1.3,9.58,-0.0625,-0.0625,0.125,2.625,-4.375,8.0625,0,0,0,36,0,0,0,0,22,0,0,0,0,0,0,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471807,-0.75,-1.26,9.65,-0.25,0.3125,0,2.625,-4.375,8.0625,0,0,0,37,0,0,0,0,28,14,0,0,0,0,15,0,0,14,0,10,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471808,-0.75,-1.28,9.59,-0.1875,-0.0625,0,2.625,-4.375,8.0625,0,0,0,36,0,0,0,0,29,14,0,0,0,0,13,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471808,-0.75,-1.29,9.6,-0.0625,0.0625,0,2.625,-4.375,8.0625,0,0,0,39,0,0,0,0,12,0,0,0,0,0,0,0,0,30,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471809,-0.75,-1.28,9.53,0.3125,0,0,2.625,-4.375,8.0625,0,0,0,41,0,0,0,0,61,32,0,0,5,0,31,0,0,12,0,5,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471810,-0.76,-1.31,9.61,-0.1875,0,-0.0625,2.625,-4.375,8.0625,0,0,0,40,0,0,0,0,38,19,0,0,0,0,16,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471810,-0.74,-1.29,9.59,0.0625,0,0,2.625,-4.375,8.0625,0,0,0,37,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471811,-0.74,-1.31,9.58,0.0625,0.125,0.125,2.625,-4.375,8.0625,0,0,0,38,0,0,0,0,34,12,0,0,0,0,0,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471812,-0.75,-1.3,9.63,-0.0625,0,0.0625,2.625,-4.375,8.0625,0,0,0,38,0,0,0,0,35,16,0,0,0,0,29,0,0,9,0,19,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471812,-0.74,-1.27,9.61,-0.375,-0.0625,0,2.625,-4.375,8.0625,0,0,2,37,0,0,0,0,33,15,0,0,0,0,15,0,0,11,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471813,-0.75,-1.32,9.57,-0.0625,0.0625,0.125,2.625,-4.375,8.0625,0,0,0,51,0,0,0,0,33,12,0,0,0,0,13,0,0,13,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471814,-0.75,-1.3,9.51,0.0625,0,-0.1875,2.625,-4.375,8.0625,0,5,0,43,19,0,0,0,43,15,0,0,0,0,15,0,0,13,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471814,-0.75,-1.32,9.64,0,0.125,0.125,2.625,-4.375,8.0625,0,0,0,38,0,0,0,0,33,14,0,0,0,0,14,0,0,5,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471815,-0.72,-1.27,9.62,-0.125,0.25,-0.0625,2.625,-4.375,8.0625,0,0,0,38,25,0,0,0,44,0,0,0,0,0,0,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471816,-0.74,-1.29,9.53,0.125,0.0625,0,2.625,-4.375,8.0625,0,0,0,38,0,0,0,0,35,17,0,0,0,0,14,0,0,22,26,32,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471816,-0.74,-1.31,9.65,0.0625,0.1875,0,2.625,-4.375,8.0625,0,0,0,36,0,0,0,0,48,51,0,0,0,0,45,0,0,11,4,10,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471817,-0.74,-1.31,9.64,0.1875,-0.125,0.0625,2.625,-4.375,8.0625,0,0,0,41,0,0,0,7,39,16,0,0,0,0,16,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471817,-0.75,-1.28,9.56,0.3125,0.125,0.125,2.625,-4.375,8.0625,0,0,0,38,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471818,-0.75,-1.32,9.62,0.0625,0,0,2.625,-4.375,8.0625,0,0,0,37,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471819,-0.75,-1.3,9.62,0.125,0.0625,-0.0625,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,29,0,0,0,0,0,0,0,0,15,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471819,-0.75,-1.31,9.49,0.0625,-0.3125,-0.1875,2.625,-4.375,8.0625,0,0,0,49,16,0,0,0,43,26,0,0,0,0,17,0,0,14,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471820,-0.75,-1.32,9.57,-0.0625,0,0,2.625,-4.375,8.0625,0,1,0,47,0,0,0,0,41,16,0,0,0,0,17,0,0,11,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471821,-0.75,-1.31,9.65,0.0625,-0.125,0,2.625,-4.375,8.125,0,0,0,36,0,0,0,0,38,15,0,0,0,0,0,0,0,9,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471821,-0.75,-1.35,9.49,0,0,-0.1875,2.625,-4.375,8.125,0,0,0,37,0,0,0,0,38,17,0,0,0,0,15,0,0,14,0,8,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471822,-0.74,-1.32,9.61,-0.0625,-0.125,0.0625,2.625,-4.375,8.125,0,0,0,36,0,0,0,7,43,28,0,0,0,0,21,0,0,20,0,10,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471823,-0.74,-1.36,9.55,0,0.125,-0.0625,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,35,15,0,0,0,0,9,0,0,19,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471823,-0.71,-1.35,9.55,-0.1875,0.125,0.0625,2.625,-4.375,8.0625,0,0,0,35,0,0,0,0,35,17,0,0,0,0,28,0,0,21,14,35,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471830,-0.74,-1.33,9.51,-0.1875,0.125,0.1875,2.625,-4.375,8.0625,0,0,0,36,0,0,0,0,33,1,0,0,0,0,0,0,0,10,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471830,-0.75,-1.32,9.55,-0.0625,0.0625,-0.0625,2.625,-4.375,8.0625,0,4,0,39,0,0,0,0,33,14,0,0,0,0,14,0,0,18,0,0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471830,-0.73,-1.32,9.68,-0.0625,0.1875,-0.25,2.625,-4.375,8.0625,0,0,1,48,0,0,0,0,43,26,0,0,0,0,10,0,0,18,8,9,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532471830,-0.76,-2.77,8.63,-5.8125,-14.875,4.3125,354.875,-3.4375,18.0625,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
